timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference
20260521_081827,a01,PHASE-PEAK-FUSION,,,,,97.2414,96.5753,96.9072,141.0,5.0,4.0,8.4608,146.0,145.0
20260521_081827,a02,PHASE-PEAK-FUSION,,,,,26.875,29.2517,28.013,43.0,104.0,117.0,53.2536,147.0,160.0
20260521_081827,a03,PHASE-PEAK-FUSION,,,,,70.3125,66.1765,68.1818,90.0,46.0,38.0,22.9734,136.0,128.0
20260521_081827,a04,PHASE-PEAK-FUSION,,,,,100.0,92.1429,95.9108,129.0,11.0,0.0,13.1097,140.0,129.0
20260521_081827,a05,PHASE-PEAK-FUSION,,,,,96.8992,94.697,95.7854,125.0,7.0,4.0,8.5507,132.0,129.0
20260521_081827,a06,PHASE-PEAK-FUSION,,,,,59.375,66.9014,62.9139,95.0,47.0,65.0,38.3712,142.0,160.0
20260521_081827,a07,PHASE-PEAK-FUSION,,,,,52.3077,36.7568,43.1746,68.0,117.0,62.0,87.5628,185.0,130.0
20260521_081827,a08,PHASE-PEAK-FUSION,,,,,100.0,97.7099,98.8417,128.0,3.0,0.0,4.6837,131.0,128.0
20260521_081827,a09,PHASE-PEAK-FUSION,,,,,39.2308,31.677,35.0515,51.0,110.0,79.0,88.7613,161.0,130.0
20260521_081827,a10,PHASE-PEAK-FUSION,,,,,72.0,81.8182,76.5957,126.0,28.0,49.0,23.4246,154.0,175.0
20260521_081827,a11,PHASE-PEAK-FUSION,,,,,66.4286,45.3659,53.913,93.0,112.0,47.0,99.0268,205.0,140.0
20260521_081827,a12,PHASE-PEAK-FUSION,,,,,83.3333,80.4196,81.8505,115.0,28.0,23.0,17.5956,143.0,138.0
20260521_081827,a13,PHASE-PEAK-FUSION,,,,,99.2063,58.6854,73.7463,125.0,88.0,1.0,87.7659,213.0,126.0
20260521_081827,a14,PHASE-PEAK-FUSION,,,,,74.7967,68.6567,71.5953,92.0,42.0,31.0,30.8422,134.0,123.0
20260521_081827,a15,PHASE-PEAK-FUSION,,,,,100.0,98.5294,99.2593,134.0,2.0,0.0,4.9109,136.0,134.0
20260521_081827,a16,PHASE-PEAK-FUSION,,,,,23.8462,19.8718,21.6783,31.0,125.0,99.0,92.908,156.0,130.0
20260521_081827,a17,PHASE-PEAK-FUSION,,,,,100.0,92.3077,96.0,132.0,11.0,0.0,13.3435,143.0,132.0
20260521_081827,a18,PHASE-PEAK-FUSION,,,,,29.3333,21.7822,25.0,44.0,158.0,106.0,115.1461,202.0,150.0
20260521_081827,a19,PHASE-PEAK-FUSION,,,,,98.4252,67.5676,80.1282,125.0,60.0,2.0,62.584,185.0,127.0
20260521_081827,a20,PHASE-PEAK-FUSION,,,,,95.4198,57.8704,72.0461,125.0,91.0,6.0,94.2139,216.0,131.0
20260521_081827,a21,PHASE-PEAK-FUSION,,,,,78.6207,77.551,78.0822,114.0,33.0,31.0,23.5634,147.0,145.0
20260521_081827,a22,PHASE-PEAK-FUSION,,,,,100.0,100.0,100.0,126.0,0.0,0.0,1.9181,126.0,126.0
20260521_081827,a23,PHASE-PEAK-FUSION,,,,,97.619,58.2938,72.997,123.0,88.0,3.0,81.2137,211.0,126.0
20260521_081827,a24,PHASE-PEAK-FUSION,,,,,96.748,61.3402,75.0789,119.0,75.0,4.0,79.2383,194.0,123.0
