timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference
20260521_064713,r01,PHASE-SEQ,0.143,98.3666,14.4717,0.2747,95.3416,95.9375,95.6386,614.0,26.0,30.0,3.5675,640.0,644.0
20260521_064713,r04,PHASE-SEQ,-0.0012,100.0138,25.4238,0.016,24.2089,28.0734,25.9983,153.0,392.0,479.0,27.6406,545.0,632.0
20260521_064713,r07,PHASE-SEQ,0.0388,99.5543,27.4547,0.1412,49.4418,55.7554,52.4091,310.0,246.0,317.0,25.2926,556.0,627.0
20260521_064713,r08,PHASE-SEQ,0.0673,99.2287,24.4225,0.2109,92.9339,94.9765,93.9441,605.0,32.0,46.0,5.0614,637.0,651.0
20260521_064713,r10,PHASE-SEQ,0.0068,99.9218,29.1661,0.04,20.7221,27.2165,23.5294,132.0,353.0,505.0,39.0101,485.0,637.0
