timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference
20260524_170814,a01,PHASE_cinc2013,,,,,62.7586,63.1944,62.9758,91.0,53.0,54.0,18.9661,144.0,145.0
20260524_170814,a02,PHASE_cinc2013,,,,,20.0,25.3968,22.3776,32.0,94.0,128.0,34.9157,126.0,160.0
20260524_170814,a03,PHASE_cinc2013,,,,,91.4062,99.1525,95.122,117.0,1.0,11.0,7.2214,118.0,128.0
20260524_170814,a04,PHASE_cinc2013,,,,,100.0,100.0,100.0,129.0,0.0,0.0,1.0501,129.0,129.0
20260524_170814,a05,PHASE_cinc2013,,,,,99.2248,100.0,99.6109,128.0,0.0,1.0,2.0752,128.0,129.0
20260524_170814,a06,PHASE_cinc2013,,,,,26.25,37.8378,30.9963,42.0,69.0,118.0,52.556,111.0,160.0
20260524_170814,a07,PHASE_cinc2013,,,,,26.9231,31.8182,29.1667,35.0,75.0,95.0,32.3021,110.0,130.0
20260524_170814,a08,PHASE_cinc2013,,,,,98.4375,98.4375,98.4375,126.0,2.0,2.0,3.0027,128.0,128.0
20260524_170814,a09,PHASE_cinc2013,,,,,16.9231,22.0,19.1304,22.0,78.0,108.0,33.8452,100.0,130.0
20260524_170814,a10,PHASE_cinc2013,,,,,18.8571,30.0,23.1579,33.0,77.0,142.0,66.181,110.0,175.0
20260524_170814,a11,PHASE_cinc2013,,,,,67.1429,70.6767,68.8645,94.0,39.0,46.0,16.1412,133.0,140.0
20260524_170814,a12,PHASE_cinc2013,,,,,93.4783,98.4733,95.9108,129.0,2.0,9.0,5.9064,131.0,138.0
20260524_170814,a13,PHASE_cinc2013,,,,,93.6508,100.0,96.7213,118.0,0.0,8.0,5.6092,118.0,126.0
20260524_170814,a14,PHASE_cinc2013,,,,,91.0569,96.5517,93.7238,112.0,4.0,11.0,7.3913,116.0,123.0
20260524_170814,a15,PHASE_cinc2013,,,,,97.0149,100.0,98.4848,130.0,0.0,4.0,4.9319,130.0,134.0
20260524_170814,a16,PHASE_cinc2013,,,,,17.6923,22.3301,19.7425,23.0,80.0,107.0,34.0743,103.0,130.0
20260524_170814,a17,PHASE_cinc2013,,,,,91.6667,99.1803,95.2756,121.0,1.0,11.0,7.5002,122.0,132.0
20260524_170814,a18,PHASE_cinc2013,,,,,16.0,21.6216,18.3908,24.0,87.0,126.0,39.6708,111.0,150.0
20260524_170814,a19,PHASE_cinc2013,,,,,93.7008,100.0,96.748,119.0,0.0,8.0,6.2359,119.0,127.0
20260524_170814,a20,PHASE_cinc2013,,,,,90.8397,95.9677,93.3333,119.0,5.0,12.0,7.9783,124.0,131.0
20260524_170814,a21,PHASE_cinc2013,,,,,26.2069,31.6667,28.6792,38.0,82.0,107.0,34.3826,120.0,145.0
20260524_170814,a22,PHASE_cinc2013,,,,,100.0,100.0,100.0,126.0,0.0,0.0,1.2004,126.0,126.0
20260524_170814,a23,PHASE_cinc2013,,,,,96.0317,99.1803,97.5806,121.0,1.0,5.0,3.6831,122.0,126.0
20260524_170814,a24,PHASE_cinc2013,,,,,94.3089,100.0,97.0711,116.0,0.0,7.0,6.8102,116.0,123.0
20260524_170814,a25,PHASE_cinc2013,,,,,99.2,100.0,99.5984,124.0,0.0,1.0,1.6925,124.0,125.0
20260524_170814,a26,PHASE_cinc2013,,,,,95.6522,95.6522,95.6522,132.0,6.0,6.0,3.7908,138.0,138.0
20260524_170814,a27,PHASE_cinc2013,,,,,22.963,21.9858,22.4638,31.0,110.0,104.0,30.1161,141.0,135.0
20260524_170814,a28,PHASE_cinc2013,,,,,86.2275,97.9592,91.7197,144.0,3.0,23.0,16.1498,147.0,167.0
20260524_170814,a29,PHASE_cinc2013,,,,,27.5591,25.5474,26.5152,35.0,102.0,92.0,24.4611,137.0,127.0
20260524_170814,a30,PHASE_cinc2013,,,,,57.8571,61.8321,59.7786,81.0,50.0,59.0,21.6927,131.0,140.0
20260524_170814,a31,PHASE_cinc2013,,,,,80.292,83.9695,82.0896,110.0,21.0,27.0,12.4679,131.0,137.0
20260524_170814,a32,PHASE_cinc2013,,,,,100.0,100.0,100.0,152.0,0.0,0.0,4.2103,152.0,152.0
20260524_170814,a33,PHASE_cinc2013,,,,,71.4286,75.7576,73.5294,100.0,32.0,40.0,20.5214,132.0,140.0
20260524_170814,a34,PHASE_cinc2013,,,,,48.0916,45.9854,47.0149,63.0,74.0,68.0,22.0624,137.0,131.0
20260524_170814,a35,PHASE_cinc2013,,,,,82.2086,93.0556,87.2964,134.0,10.0,29.0,20.1966,144.0,163.0
20260524_170814,a36,PHASE_cinc2013,,,,,26.7857,41.2844,32.491,45.0,64.0,123.0,60.0873,109.0,168.0
20260524_170814,a37,PHASE_cinc2013,,,,,35.9155,37.2263,36.5591,51.0,86.0,91.0,24.5687,137.0,142.0
20260524_170814,a38,PHASE_cinc2013,,,,,68.7898,76.0563,72.2408,108.0,34.0,49.0,29.113,142.0,157.0
20260524_170814,a39,PHASE_cinc2013,,,,,28.8889,28.2609,28.5714,39.0,99.0,96.0,24.8398,138.0,135.0
20260524_170814,a40,PHASE_cinc2013,,,,,90.5405,93.0556,91.7808,134.0,10.0,14.0,7.1743,144.0,148.0
20260524_170814,a41,PHASE_cinc2013,,,,,84.5588,93.4959,88.8031,115.0,8.0,21.0,13.7767,123.0,136.0
