timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference,waveform_lag_samples
20260619_193221,a20,PHASE_cinc2013,,,,,93.8931,97.619,95.7198,123.0,3.0,8.0,8.0612,126.0,131.0,0.0
20260619_193221,a21,PHASE_cinc2013,,,,,29.6552,35.8333,32.4528,43.0,77.0,102.0,35.5308,120.0,145.0,0.0
20260619_193221,a22,PHASE_cinc2013,,,,,96.8254,100.0,98.3871,122.0,0.0,4.0,3.204,122.0,126.0,0.0
20260619_193221,a23,PHASE_cinc2013,,,,,98.4127,99.2,98.8048,124.0,1.0,2.0,3.8313,125.0,126.0,0.0
20260619_193221,a24,PHASE_cinc2013,,,,,98.374,99.1803,98.7755,121.0,1.0,2.0,3.8139,122.0,123.0,0.0
20260619_193221,a25,PHASE_cinc2013,,,,,68.8,71.6667,70.2041,86.0,34.0,39.0,16.3645,120.0,125.0,0.0
20260619_193221,a26,PHASE_cinc2013,,,,,74.6377,76.2963,75.4579,103.0,32.0,35.0,15.3383,135.0,138.0,0.0
20260619_193221,a27,PHASE_cinc2013,,,,,57.7778,58.6466,58.209,78.0,55.0,57.0,22.4528,133.0,135.0,0.0
20260619_193221,a28,PHASE_cinc2013,,,,,90.4192,99.3421,94.6708,151.0,1.0,16.0,12.6742,152.0,167.0,0.0
20260619_193221,a29,PHASE_cinc2013,,,,,44.0945,42.4242,43.2432,56.0,76.0,71.0,25.1055,132.0,127.0,0.0
20260619_193221,a30,PHASE_cinc2013,,,,,43.5714,43.8849,43.7276,61.0,78.0,79.0,24.7927,139.0,140.0,0.0
20260619_193221,a31,PHASE_cinc2013,,,,,89.0511,92.4242,90.7063,122.0,10.0,15.0,10.2587,132.0,137.0,0.0
20260619_193221,a32,PHASE_cinc2013,,,,,100.0,100.0,100.0,152.0,0.0,0.0,2.3777,152.0,152.0,0.0
20260619_193221,a33,PHASE_cinc2013,,,,,94.2857,92.9577,93.617,132.0,10.0,8.0,8.2828,142.0,140.0,0.0
20260619_193221,a34,PHASE_cinc2013,,,,,53.4351,50.7246,52.0446,70.0,68.0,61.0,21.208,138.0,131.0,0.0
20260619_193221,a35,PHASE_cinc2013,,,,,90.184,98.0,93.9297,147.0,3.0,16.0,12.9819,150.0,163.0,0.0
20260619_193221,a36,PHASE_cinc2013,,,,,88.0952,98.6667,93.0818,148.0,2.0,20.0,16.3449,150.0,168.0,0.0
20260619_193221,a37,PHASE_cinc2013,,,,,49.2958,67.3077,56.9106,70.0,34.0,72.0,35.9103,104.0,142.0,0.0
20260619_193221,a38,PHASE_cinc2013,,,,,43.3121,52.3077,47.3868,68.0,62.0,89.0,40.7849,130.0,157.0,0.0
20260619_193221,a39,PHASE_cinc2013,,,,,22.2222,21.4286,21.8182,30.0,110.0,105.0,24.2447,140.0,135.0,0.0
20260619_193221,a40,PHASE_cinc2013,,,,,77.027,96.6102,85.7143,114.0,4.0,34.0,26.8233,118.0,148.0,0.0
20260619_193221,a41,PHASE_cinc2013,,,,,86.0294,92.126,88.9734,117.0,10.0,19.0,12.0152,127.0,136.0,0.0
20260619_193221,a42,PHASE_cinc2013,,,,,90.7285,97.8571,94.1581,137.0,3.0,14.0,11.2853,140.0,151.0,0.0
20260619_193221,a43,PHASE_cinc2013,,,,,98.7342,100.0,99.3631,156.0,0.0,2.0,3.553,156.0,158.0,0.0
20260619_193221,a44,PHASE_cinc2013,,,,,92.0245,100.0,95.8466,150.0,0.0,13.0,10.259,150.0,163.0,0.0
20260619_193221,a45,PHASE_cinc2013,,,,,87.8571,86.014,86.9258,123.0,20.0,17.0,10.5395,143.0,140.0,0.0
20260619_193221,a46,PHASE_cinc2013,,,,,86.2595,85.6061,85.9316,113.0,19.0,18.0,8.3067,132.0,131.0,0.0
20260619_193221,a47,PHASE_cinc2013,,,,,86.1111,86.7133,86.4111,124.0,19.0,20.0,14.334,143.0,144.0,0.0
20260619_193221,a48,PHASE_cinc2013,,,,,90.9774,88.3212,89.6296,121.0,16.0,12.0,9.2895,137.0,133.0,0.0
20260619_193221,a49,PHASE_cinc2013,,,,,56.0811,66.4,60.8059,83.0,42.0,65.0,29.3882,125.0,148.0,0.0
20260619_193221,a50,PHASE_cinc2013,,,,,97.8873,97.8873,97.8873,139.0,3.0,3.0,2.988,142.0,142.0,0.0
20260619_193221,a51,PHASE_cinc2013,,,,,48.1752,51.1628,49.6241,66.0,63.0,71.0,23.2793,129.0,137.0,0.0
20260619_193221,a52,PHASE_cinc2013,,,,,58.0153,58.4615,58.2375,76.0,54.0,55.0,29.9095,130.0,131.0,0.0
20260619_193221,a53,PHASE_cinc2013,,,,,70.5882,79.4118,74.7405,108.0,28.0,45.0,20.263,136.0,153.0,0.0
20260619_193221,a54,PHASE_cinc2013,,,,,16.2162,4.5802,7.1429,6.0,125.0,31.0,30.8417,131.0,37.0,0.0
20260619_193221,a55,PHASE_cinc2013,,,,,95.8042,95.8042,95.8042,137.0,6.0,6.0,6.6506,143.0,143.0,0.0
20260619_193221,a56,PHASE_cinc2013,,,,,30.8271,29.927,30.3704,41.0,96.0,92.0,27.9511,137.0,133.0,0.0
20260619_193221,a57,PHASE_cinc2013,,,,,100.0,100.0,100.0,148.0,0.0,0.0,2.1595,148.0,148.0,0.0
20260619_193221,a58,PHASE_cinc2013,,,,,91.9708,96.9231,94.382,126.0,4.0,11.0,6.8393,130.0,137.0,0.0
20260619_193221,a59,PHASE_cinc2013,,,,,100.0,100.0,100.0,153.0,0.0,0.0,2.815,153.0,153.0,0.0
20260619_193221,a60,PHASE_cinc2013,,,,,39.1892,47.541,42.963,58.0,64.0,90.0,35.6904,122.0,148.0,0.0
20260619_193221,a61,PHASE_cinc2013,,,,,94.2857,98.5075,96.3504,132.0,2.0,8.0,7.7592,134.0,140.0,0.0
20260619_193221,a62,PHASE_cinc2013,,,,,27.0833,28.2609,27.6596,39.0,99.0,105.0,24.1897,138.0,144.0,0.0
20260619_193221,a63,PHASE_cinc2013,,,,,97.1014,96.4029,96.7509,134.0,5.0,4.0,6.7157,139.0,138.0,0.0
20260619_193221,a64,PHASE_cinc2013,,,,,95.5882,99.2366,97.3783,130.0,1.0,6.0,6.8691,131.0,136.0,0.0
20260619_193221,a65,PHASE_cinc2013,,,,,95.8333,95.8333,95.8333,138.0,6.0,6.0,4.3161,144.0,144.0,0.0
20260619_193221,a66,PHASE_cinc2013,,,,,94.6154,97.619,96.0937,123.0,3.0,7.0,5.7958,126.0,130.0,0.0
20260619_193221,a67,PHASE_cinc2013,,,,,85.0649,97.037,90.6574,131.0,4.0,23.0,15.7688,135.0,154.0,0.0
20260619_193221,a68,PHASE_cinc2013,,,,,100.0,99.2857,99.6416,139.0,1.0,0.0,1.4592,140.0,139.0,0.0
20260619_193221,a69,PHASE_cinc2013,,,,,90.604,100.0,95.0704,135.0,0.0,14.0,11.5053,135.0,149.0,0.0
20260619_193221,a70,PHASE_cinc2013,,,,,80.8511,82.6087,81.7204,114.0,24.0,27.0,12.9881,138.0,141.0,0.0
20260619_193221,a71,PHASE_cinc2013,,,,,33.9869,36.8794,35.3741,52.0,89.0,101.0,36.5495,141.0,153.0,0.0
20260619_193221,a72,PHASE_cinc2013,,,,,91.6168,100.0,95.625,153.0,0.0,14.0,11.0989,153.0,167.0,0.0
20260619_193221,a73,PHASE_cinc2013,,,,,26.6187,34.9057,30.2041,37.0,69.0,102.0,44.4989,106.0,139.0,0.0
20260619_193221,a74,PHASE_cinc2013,,,,,20.0,19.8582,19.9288,28.0,113.0,112.0,28.8677,141.0,140.0,0.0
20260619_193221,a75,PHASE_cinc2013,,,,,95.5224,96.9697,96.2406,128.0,4.0,6.0,6.0952,132.0,134.0,0.0
