timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference,waveform_lag_samples
20260618_174425,a18,PHASE_cinc2013,,,,,16.0,21.6216,18.3908,24.0,87.0,126.0,39.6729,111.0,150.0,0.0
20260618_174425,a19,PHASE_cinc2013,,,,,94.4882,100.0,97.166,120.0,0.0,7.0,5.7479,120.0,127.0,0.0
20260618_174425,a20,PHASE_cinc2013,,,,,90.8397,96.748,93.7008,119.0,4.0,12.0,7.9641,123.0,131.0,0.0
20260618_174425,a22,PHASE_cinc2013,,,,,100.0,100.0,100.0,126.0,0.0,0.0,0.9635,126.0,126.0,0.0
20260618_174425,a23,PHASE_cinc2013,,,,,96.0317,99.1803,97.5806,121.0,1.0,5.0,3.8608,122.0,126.0,0.0
20260618_174425,a24,PHASE_cinc2013,,,,,98.374,100.0,99.1803,121.0,0.0,2.0,2.6372,121.0,123.0,0.0
20260618_174425,a25,PHASE_cinc2013,,,,,92.0,99.1379,95.4357,115.0,1.0,10.0,6.7331,116.0,125.0,0.0
20260618_174425,a26,PHASE_cinc2013,,,,,98.5507,97.8417,98.1949,136.0,3.0,2.0,2.1591,139.0,138.0,0.0
20260618_174425,a27,PHASE_cinc2013,,,,,79.2593,81.0606,80.1498,107.0,25.0,28.0,12.0381,132.0,135.0,0.0
20260618_174425,a28,PHASE_cinc2013,,,,,88.6228,99.3289,93.6709,148.0,1.0,19.0,14.4588,149.0,167.0,0.0
20260618_174425,a29,PHASE_cinc2013,,,,,28.3465,26.8657,27.5862,36.0,98.0,91.0,23.4934,134.0,127.0,0.0
20260618_174425,a30,PHASE_cinc2013,,,,,64.2857,69.2308,66.6667,90.0,40.0,50.0,22.5236,130.0,140.0,0.0
20260618_174425,a31,PHASE_cinc2013,,,,,81.0219,84.0909,82.5279,111.0,21.0,26.0,12.1063,132.0,137.0,0.0
20260618_174425,a32,PHASE_cinc2013,,,,,100.0,100.0,100.0,152.0,0.0,0.0,4.224,152.0,152.0,0.0
20260618_174425,a33,PHASE_cinc2013,,,,,73.5714,78.626,76.0148,103.0,28.0,37.0,21.2842,131.0,140.0,0.0
20260618_174425,a34,PHASE_cinc2013,,,,,43.5115,41.9118,42.6966,57.0,79.0,74.0,21.8979,136.0,131.0,0.0
20260618_174425,a35,PHASE_cinc2013,,,,,89.5706,98.6486,93.8907,146.0,2.0,17.0,14.8692,148.0,163.0,0.0
20260618_174425,a36,PHASE_cinc2013,,,,,88.6905,100.0,94.0063,149.0,0.0,19.0,15.3794,149.0,168.0,0.0
20260618_174425,a37,PHASE_cinc2013,,,,,29.5775,31.1111,30.3249,42.0,93.0,100.0,24.5898,135.0,142.0,0.0
20260618_174425,a38,PHASE_cinc2013,,,,,74.5223,79.0541,76.7213,117.0,31.0,40.0,22.5266,148.0,157.0,0.0
20260618_174425,a39,PHASE_cinc2013,,,,,22.963,22.3022,22.6277,31.0,108.0,104.0,24.1413,139.0,135.0,0.0
20260618_174425,a40,PHASE_cinc2013,,,,,91.2162,95.7447,93.4256,135.0,6.0,13.0,9.5804,141.0,148.0,0.0
20260618_174425,a41,PHASE_cinc2013,,,,,85.2941,92.0635,88.5496,116.0,10.0,20.0,12.7986,126.0,136.0,0.0
20260618_174425,a42,PHASE_cinc2013,,,,,90.0662,97.1429,93.4708,136.0,4.0,15.0,12.1113,140.0,151.0,0.0
20260618_174425,a43,PHASE_cinc2013,,,,,98.7342,100.0,99.3631,156.0,0.0,2.0,5.082,156.0,158.0,0.0
20260618_174425,a44,PHASE_cinc2013,,,,,92.0245,100.0,95.8466,150.0,0.0,13.0,10.4383,150.0,163.0,0.0
20260618_174425,a45,PHASE_cinc2013,,,,,92.8571,91.5493,92.1986,130.0,12.0,10.0,9.2157,142.0,140.0,0.0
20260618_174425,a46,PHASE_cinc2013,,,,,27.4809,27.0677,27.2727,36.0,97.0,95.0,26.573,133.0,131.0,0.0
20260618_174425,a47,PHASE_cinc2013,,,,,94.4444,95.7746,95.1049,136.0,6.0,8.0,8.5612,142.0,144.0,0.0
20260618_174425,a48,PHASE_cinc2013,,,,,94.7368,91.9708,93.3333,126.0,11.0,7.0,3.4703,137.0,133.0,0.0
20260618_174425,a49,PHASE_cinc2013,,,,,91.2162,100.0,95.4064,135.0,0.0,13.0,10.0181,135.0,148.0,0.0
20260618_174425,a50,PHASE_cinc2013,,,,,97.8873,98.5816,98.2332,139.0,2.0,3.0,3.7734,141.0,142.0,0.0
20260618_174425,a51,PHASE_cinc2013,,,,,62.0438,64.8855,63.4328,85.0,46.0,52.0,17.3231,131.0,137.0,0.0
20260618_174425,a52,PHASE_cinc2013,,,,,51.9084,53.9683,52.9183,68.0,58.0,63.0,32.9685,126.0,131.0,0.0
20260618_174425,a53,PHASE_cinc2013,,,,,91.5033,97.9021,94.5946,140.0,3.0,13.0,10.1668,143.0,153.0,0.0
20260618_174425,a54,PHASE_cinc2013,,,,,24.3243,6.9767,10.8434,9.0,120.0,28.0,31.3138,129.0,37.0,0.0
20260618_174425,a55,PHASE_cinc2013,,,,,90.2098,93.4783,91.8149,129.0,9.0,14.0,9.1636,138.0,143.0,0.0
20260618_174425,a56,PHASE_cinc2013,,,,,20.3008,19.2857,19.7802,27.0,113.0,106.0,26.5484,140.0,133.0,0.0
20260618_174425,a57,PHASE_cinc2013,,,,,100.0,100.0,100.0,148.0,0.0,0.0,2.825,148.0,148.0,0.0
20260618_174425,a58,PHASE_cinc2013,,,,,90.5109,96.875,93.5849,124.0,4.0,13.0,8.1793,128.0,137.0,0.0
20260618_174425,a59,PHASE_cinc2013,,,,,100.0,100.0,100.0,153.0,0.0,0.0,4.0717,153.0,153.0,0.0
20260618_174425,a60,PHASE_cinc2013,,,,,34.4595,45.1327,39.0805,51.0,62.0,97.0,42.5387,113.0,148.0,0.0
20260618_174425,a61,PHASE_cinc2013,,,,,90.0,96.1832,92.9889,126.0,5.0,14.0,11.672,131.0,140.0,0.0
20260618_174425,a62,PHASE_cinc2013,,,,,91.6667,92.9577,92.3077,132.0,10.0,12.0,6.6009,142.0,144.0,0.0
20260618_174425,a63,PHASE_cinc2013,,,,,87.6812,94.5312,90.9774,121.0,7.0,17.0,12.828,128.0,138.0,0.0
20260618_174425,a64,PHASE_cinc2013,,,,,77.9412,85.4839,81.5385,106.0,18.0,30.0,14.1465,124.0,136.0,0.0
20260618_174425,a65,PHASE_cinc2013,,,,,84.7222,91.7293,88.0866,122.0,11.0,22.0,13.7845,133.0,144.0,0.0
20260618_174425,a66,PHASE_cinc2013,,,,,93.0769,96.8,94.902,121.0,4.0,9.0,6.3128,125.0,130.0,0.0
20260618_174425,a67,PHASE_cinc2013,,,,,89.6104,100.0,94.5205,138.0,0.0,16.0,12.7791,138.0,154.0,0.0
20260618_174425,a68,PHASE_cinc2013,,,,,98.5612,99.2754,98.917,137.0,1.0,2.0,5.7135,138.0,139.0,0.0
20260618_174425,a69,PHASE_cinc2013,,,,,89.2617,100.0,94.3262,133.0,0.0,16.0,11.5254,133.0,149.0,0.0
20260618_174425,a70,PHASE_cinc2013,,,,,92.1986,96.2963,94.2029,130.0,5.0,11.0,7.8918,135.0,141.0,0.0
20260618_174425,a71,PHASE_cinc2013,,,,,24.8366,28.5714,26.5734,38.0,95.0,115.0,41.7826,133.0,153.0,0.0
20260618_174425,a72,PHASE_cinc2013,,,,,91.018,100.0,95.2978,152.0,0.0,15.0,11.2028,152.0,167.0,0.0
20260618_174425,a73,PHASE_cinc2013,,,,,32.3741,42.0561,36.5854,45.0,62.0,94.0,43.8922,107.0,139.0,0.0
20260618_174425,a74,PHASE_cinc2013,,,,,72.8571,76.1194,74.4526,102.0,32.0,38.0,16.5115,134.0,140.0,0.0
20260618_174425,a75,PHASE_cinc2013,,,,,95.5224,98.4615,96.9697,128.0,2.0,6.0,6.3476,130.0,134.0,0.0
