timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference
20260617_161240,a44,PHASE_cinc2013,,,,,86.5031,99.2958,92.459,141.0,1.0,22.0,18.5246,142.0,163.0
20260617_161240,a45,PHASE_cinc2013,,,,,72.8571,75.0,73.913,102.0,34.0,38.0,18.5363,136.0,140.0
20260617_161240,a46,PHASE_cinc2013,,,,,32.0611,30.4348,31.2268,42.0,96.0,89.0,23.9194,138.0,131.0
20260617_161240,a47,PHASE_cinc2013,,,,,86.1111,87.3239,86.7133,124.0,18.0,20.0,14.0491,142.0,144.0
20260617_161240,a48,PHASE_cinc2013,,,,,86.4662,85.1852,85.8209,115.0,20.0,18.0,9.3934,135.0,133.0
20260617_161240,a49,PHASE_cinc2013,,,,,91.8919,93.7931,92.8328,136.0,9.0,12.0,5.9668,145.0,148.0
20260617_161240,a50,PHASE_cinc2013,,,,,97.1831,97.8723,97.5265,138.0,3.0,4.0,4.0394,141.0,142.0
20260617_161240,a51,PHASE_cinc2013,,,,,57.6642,60.7692,59.176,79.0,51.0,58.0,21.0554,130.0,137.0
20260617_161240,a52,PHASE_cinc2013,,,,,59.542,60.4651,60.0,78.0,51.0,53.0,30.6061,129.0,131.0
20260617_161240,a53,PHASE_cinc2013,,,,,19.6078,22.3881,20.9059,30.0,104.0,123.0,28.3629,134.0,153.0
20260617_161240,a54,PHASE_cinc2013,,,,,24.3243,6.7669,10.5882,9.0,124.0,28.0,33.8393,133.0,37.0
20260617_161240,a55,PHASE_cinc2013,,,,,88.1119,89.3617,88.7324,126.0,15.0,17.0,10.6795,141.0,143.0
20260617_161240,a56,PHASE_cinc2013,,,,,82.7068,88.7097,85.6031,110.0,14.0,23.0,13.7898,124.0,133.0
20260617_161240,a57,PHASE_cinc2013,,,,,100.0,100.0,100.0,148.0,0.0,0.0,2.8128,148.0,148.0
20260617_161240,a58,PHASE_cinc2013,,,,,92.7007,94.7761,93.7269,127.0,7.0,10.0,6.1994,134.0,137.0
20260617_161240,a59,PHASE_cinc2013,,,,,100.0,100.0,100.0,153.0,0.0,0.0,4.1032,153.0,153.0
20260617_161240,a61,PHASE_cinc2013,,,,,91.4286,97.7099,94.4649,128.0,3.0,12.0,10.7188,131.0,140.0
20260617_161240,a62,PHASE_cinc2013,,,,,91.6667,94.964,93.2862,132.0,7.0,12.0,8.8414,139.0,144.0
20260617_161240,a63,PHASE_cinc2013,,,,,98.5507,98.5507,98.5507,136.0,2.0,2.0,6.2015,138.0,138.0
20260617_161240,a64,PHASE_cinc2013,,,,,94.8529,94.8529,94.8529,129.0,7.0,7.0,5.4166,136.0,136.0
20260617_161240,a65,PHASE_cinc2013,,,,,95.8333,96.5035,96.1672,138.0,5.0,6.0,3.9227,143.0,144.0
20260617_161240,a66,PHASE_cinc2013,,,,,89.2308,95.082,92.0635,116.0,6.0,14.0,8.3723,122.0,130.0
20260617_161240,a67,PHASE_cinc2013,,,,,47.4026,58.4,52.3297,73.0,52.0,81.0,34.3414,125.0,154.0
20260617_161240,a68,PHASE_cinc2013,,,,,100.0,99.2857,99.6416,139.0,1.0,0.0,4.5465,140.0,139.0
20260617_161240,a69,PHASE_cinc2013,,,,,95.9732,97.9452,96.9492,143.0,3.0,6.0,4.872,146.0,149.0
20260617_161240,a70,PHASE_cinc2013,,,,,18.4397,18.705,18.5714,26.0,113.0,115.0,24.4143,139.0,141.0
20260617_161240,a71,PHASE_cinc2013,,,,,26.1438,30.0752,27.972,40.0,93.0,113.0,40.3445,133.0,153.0
20260617_161240,a72,PHASE_cinc2013,,,,,28.1437,43.1193,34.058,47.0,62.0,120.0,57.497,109.0,167.0
20260617_161240,a73,PHASE_cinc2013,,,,,81.295,94.1667,87.2587,113.0,7.0,26.0,17.8364,120.0,139.0
20260617_161240,a74,PHASE_cinc2013,,,,,29.2857,29.4964,29.3907,41.0,98.0,99.0,26.3393,139.0,140.0
20260617_161240,a75,PHASE_cinc2013,,,,,93.2836,93.2836,93.2836,125.0,9.0,9.0,5.2263,134.0,134.0
