timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference
20260621_121842,a01,PHASE_cinc2013,,,,,95.1724,95.8333,95.5017,138.0,6.0,7.0,3.9735,144.0,145.0
20260621_121842,a02,PHASE_cinc2013,,,,,21.25,26.9841,23.7762,34.0,92.0,126.0,34.881,126.0,160.0
20260621_121842,a03,PHASE_cinc2013,,,,,68.75,68.75,68.75,88.0,40.0,40.0,15.9947,128.0,128.0
20260621_121842,a04,PHASE_cinc2013,,,,,98.4496,97.6923,98.0695,127.0,3.0,2.0,2.7559,130.0,129.0
20260621_121842,a05,PHASE_cinc2013,,,,,93.7984,94.5312,94.1634,121.0,7.0,8.0,5.9488,128.0,129.0
20260621_121842,a06,PHASE_cinc2013,,,,,31.25,45.045,36.9004,50.0,61.0,110.0,49.1616,111.0,160.0
20260621_121842,a07,PHASE_cinc2013,,,,,23.0769,31.25,26.5487,30.0,66.0,100.0,41.549,96.0,130.0
20260621_121842,a08,PHASE_cinc2013,,,,,98.4375,98.4375,98.4375,126.0,2.0,2.0,3.1195,128.0,128.0
20260621_121842,a09,PHASE_cinc2013,,,,,37.6923,45.7944,41.3502,49.0,58.0,81.0,33.3832,107.0,130.0
20260621_121842,a10,PHASE_cinc2013,,,,,34.2857,46.1538,39.3443,60.0,70.0,115.0,48.3433,130.0,175.0
20260621_121842,a11,PHASE_cinc2013,,,,,22.8571,28.8288,25.498,32.0,79.0,108.0,38.746,111.0,140.0
20260621_121842,a12,PHASE_cinc2013,,,,,84.058,85.2941,84.6715,116.0,20.0,22.0,12.2149,136.0,138.0
20260621_121842,a13,PHASE_cinc2013,,,,,23.8095,25.2101,24.4898,30.0,89.0,96.0,28.6982,119.0,126.0
20260621_121842,a14,PHASE_cinc2013,,,,,67.4797,72.807,70.0422,83.0,31.0,40.0,20.078,114.0,123.0
20260621_121842,a15,PHASE_cinc2013,,,,,99.2537,99.2537,99.2537,133.0,1.0,1.0,4.135,134.0,134.0
20260621_121842,a16,PHASE_cinc2013,,,,,16.9231,20.1835,18.41,22.0,87.0,108.0,32.939,109.0,130.0
20260621_121842,a17,PHASE_cinc2013,,,,,99.2424,99.2424,99.2424,131.0,1.0,1.0,1.463,132.0,132.0
20260621_121842,a18,PHASE_cinc2013,,,,,16.0,21.6216,18.3908,24.0,87.0,126.0,39.6813,111.0,150.0
20260621_121842,a19,PHASE_cinc2013,,,,,94.4882,99.1736,96.7742,120.0,1.0,7.0,5.2761,121.0,127.0
20260621_121842,a20,PHASE_cinc2013,,,,,26.7176,27.7778,27.2374,35.0,91.0,96.0,30.7929,126.0,131.0
20260621_121842,a21,PHASE_cinc2013,,,,,33.1034,38.7097,35.6877,48.0,76.0,97.0,31.9536,124.0,145.0
20260621_121842,a22,PHASE_cinc2013,,,,,100.0,100.0,100.0,126.0,0.0,0.0,1.1772,126.0,126.0
20260621_121842,a23,PHASE_cinc2013,,,,,98.4127,99.2,98.8048,124.0,1.0,2.0,1.6233,125.0,126.0
20260621_121842,a24,PHASE_cinc2013,,,,,98.374,100.0,99.1803,121.0,0.0,2.0,2.0465,121.0,123.0
20260621_121842,a25,PHASE_cinc2013,,,,,12.0,14.2857,13.0435,15.0,90.0,110.0,35.7804,105.0,125.0
20260621_121842,a26,PHASE_cinc2013,,,,,22.4638,26.7241,24.4094,31.0,85.0,107.0,30.3,116.0,138.0
