timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference
20260524_063254,a01,PHASE_cinc2013,,,,,97.2414,97.2414,97.2414,141.0,4.0,4.0,7.4582,145.0,145.0
20260524_063254,a02,PHASE_cinc2013,,,,,21.875,27.5591,24.3902,35.0,92.0,125.0,34.6105,127.0,160.0
20260524_063254,a03,PHASE_cinc2013,,,,,67.9687,69.0476,68.5039,87.0,39.0,41.0,15.5236,126.0,128.0
20260524_063254,a04,PHASE_cinc2013,,,,,95.3488,97.619,96.4706,123.0,3.0,6.0,7.2624,126.0,129.0
20260524_063254,a05,PHASE_cinc2013,,,,,93.7984,96.0317,94.902,121.0,5.0,8.0,6.5415,126.0,129.0
20260524_063254,a06,PHASE_cinc2013,,,,,56.875,71.0937,63.1944,91.0,37.0,69.0,31.8872,128.0,160.0
20260524_063254,a07,PHASE_cinc2013,,,,,45.3846,52.2124,48.5597,59.0,54.0,71.0,28.718,113.0,130.0
20260524_063254,a08,PHASE_cinc2013,,,,,97.6562,97.6562,97.6562,125.0,3.0,3.0,4.0092,128.0,128.0
20260524_063254,a09,PHASE_cinc2013,,,,,25.3846,29.2035,27.1605,33.0,80.0,97.0,31.9133,113.0,130.0
20260524_063254,a10,PHASE_cinc2013,,,,,70.8571,82.1192,76.0736,124.0,27.0,51.0,22.5831,151.0,175.0
20260524_063254,a11,PHASE_cinc2013,,,,,25.0,29.9145,27.2374,35.0,82.0,105.0,34.6623,117.0,140.0
20260524_063254,a12,PHASE_cinc2013,,,,,78.2609,80.597,79.4118,108.0,26.0,30.0,13.989,134.0,138.0
20260524_063254,a13,PHASE_cinc2013,,,,,97.619,100.0,98.7952,123.0,0.0,3.0,2.9331,123.0,126.0
20260524_063254,a14,PHASE_cinc2013,,,,,69.1057,75.2212,72.0339,85.0,28.0,38.0,20.0037,113.0,123.0
20260524_063254,a15,PHASE_cinc2013,,,,,97.7612,97.7612,97.7612,131.0,3.0,3.0,4.6641,134.0,134.0
20260524_063254,a16,PHASE_cinc2013,,,,,16.1538,19.8113,17.7966,21.0,85.0,109.0,32.4323,106.0,130.0
20260524_063254,a17,PHASE_cinc2013,,,,,92.4242,94.5736,93.4866,122.0,7.0,10.0,5.6716,129.0,132.0
20260524_063254,a18,PHASE_cinc2013,,,,,14.0,16.5354,15.1625,21.0,106.0,129.0,31.0886,127.0,150.0
20260524_063254,a19,PHASE_cinc2013,,,,,97.6378,99.2,98.4127,124.0,1.0,3.0,2.9503,125.0,127.0
20260524_063254,a20,PHASE_cinc2013,,,,,94.6565,96.124,95.3846,124.0,5.0,7.0,4.8361,129.0,131.0
20260524_063254,a21,PHASE_cinc2013,,,,,76.5517,81.0219,78.7234,111.0,26.0,34.0,14.3318,137.0,145.0
20260524_063254,a22,PHASE_cinc2013,,,,,97.619,100.0,98.7952,123.0,0.0,3.0,3.0685,123.0,126.0
20260524_063254,a23,PHASE_cinc2013,,,,,95.2381,97.561,96.3855,120.0,3.0,6.0,4.9559,123.0,126.0
20260524_063254,a24,PHASE_cinc2013,,,,,96.748,100.0,98.3471,119.0,0.0,4.0,3.9194,119.0,123.0
20260524_063254,a25,PHASE_cinc2013,,,,,97.6,100.0,98.7854,122.0,0.0,3.0,2.6616,122.0,125.0
20260524_063254,a26,PHASE_cinc2013,,,,,89.1304,89.781,89.4545,123.0,14.0,15.0,8.7531,137.0,138.0
20260524_063254,a27,PHASE_cinc2013,,,,,49.6296,58.7719,53.8153,67.0,47.0,68.0,29.0218,114.0,135.0
20260524_063254,a28,PHASE_cinc2013,,,,,29.3413,40.8333,34.1463,49.0,71.0,118.0,50.8159,120.0,167.0
20260524_063254,a29,PHASE_cinc2013,,,,,72.4409,71.3178,71.875,92.0,37.0,35.0,16.1221,129.0,127.0
20260524_063254,a30,PHASE_cinc2013,,,,,27.8571,29.5455,28.6765,39.0,93.0,101.0,25.9285,132.0,140.0
20260524_063254,a31,PHASE_cinc2013,,,,,18.9781,20.0,19.4757,26.0,104.0,111.0,24.4627,130.0,137.0
20260524_063254,a32,PHASE_cinc2013,,,,,100.0,100.0,100.0,152.0,0.0,0.0,4.0641,152.0,152.0
20260524_063254,a33,PHASE_cinc2013,,,,,95.0,91.7241,93.3333,133.0,12.0,7.0,4.4049,145.0,140.0
20260524_063254,a34,PHASE_cinc2013,,,,,64.1221,61.3139,62.6866,84.0,53.0,47.0,19.1419,137.0,131.0
20260524_063254,a35,PHASE_cinc2013,,,,,64.4172,76.6423,70.0,105.0,32.0,58.0,27.6984,137.0,163.0
20260524_063254,a36,PHASE_cinc2013,,,,,23.2143,39.0,29.1045,39.0,61.0,129.0,67.8859,100.0,168.0
20260524_063254,a37,PHASE_cinc2013,,,,,33.8028,35.2941,34.5324,48.0,88.0,94.0,25.4253,136.0,142.0
20260524_063254,a38,PHASE_cinc2013,,,,,73.8854,80.0,76.8212,116.0,29.0,41.0,25.035,145.0,157.0
20260524_063254,a39,PHASE_cinc2013,,,,,23.7037,22.8571,23.2727,32.0,108.0,103.0,24.5067,140.0,135.0
20260524_063254,a40,PHASE_cinc2013,,,,,19.5946,21.9697,20.7143,29.0,103.0,119.0,24.4473,132.0,148.0
20260524_063254,a41,PHASE_cinc2013,,,,,34.5588,35.8779,35.206,47.0,84.0,89.0,24.3968,131.0,136.0
20260524_063254,a42,PHASE_cinc2013,,,,,24.5033,26.6187,25.5172,37.0,102.0,114.0,24.0322,139.0,151.0
20260524_063254,a43,PHASE_cinc2013,,,,,100.0,100.0,100.0,158.0,0.0,0.0,4.0575,158.0,158.0
20260524_063254,a44,PHASE_cinc2013,,,,,81.5951,95.0,87.7888,133.0,7.0,30.0,19.6439,140.0,163.0
20260524_063254,a45,PHASE_cinc2013,,,,,50.7143,52.2059,51.4493,71.0,65.0,69.0,21.5309,136.0,140.0
20260524_063254,a46,PHASE_cinc2013,,,,,81.6794,79.8507,80.7547,107.0,27.0,24.0,12.1249,134.0,131.0
20260524_063254,a47,PHASE_cinc2013,,,,,20.1389,20.7143,20.4225,29.0,111.0,115.0,28.6508,140.0,144.0
20260524_063254,a48,PHASE_cinc2013,,,,,45.8647,48.0315,46.9231,61.0,66.0,72.0,29.17,127.0,133.0
20260524_063254,a49,PHASE_cinc2013,,,,,95.9459,97.2603,96.5986,142.0,4.0,6.0,4.6667,146.0,148.0
20260524_063254,a50,PHASE_cinc2013,,,,,97.8873,97.8873,97.8873,139.0,3.0,3.0,3.7213,142.0,142.0
20260524_063254,a51,PHASE_cinc2013,,,,,57.6642,59.8485,58.7361,79.0,53.0,58.0,22.0334,132.0,137.0
20260524_063254,a52,PHASE_cinc2013,,,,,63.3588,61.9403,62.6415,83.0,51.0,48.0,26.7956,134.0,131.0
20260524_063254,a53,PHASE_cinc2013,,,,,81.0458,86.1111,83.5017,124.0,20.0,29.0,15.2114,144.0,153.0
20260524_063254,a54,PHASE_cinc2013,,,,,32.4324,9.2308,14.3713,12.0,118.0,25.0,35.7626,130.0,37.0
20260524_063254,a55,PHASE_cinc2013,,,,,38.4615,40.146,39.2857,55.0,82.0,88.0,25.9156,137.0,143.0
20260524_063254,a56,PHASE_cinc2013,,,,,36.0902,38.4,37.2093,48.0,77.0,85.0,30.1354,125.0,133.0
20260524_063254,a57,PHASE_cinc2013,,,,,100.0,100.0,100.0,148.0,0.0,0.0,3.3031,148.0,148.0
20260524_063254,a58,PHASE_cinc2013,,,,,34.3066,36.4341,35.3383,47.0,82.0,90.0,27.9964,129.0,137.0
20260524_063254,a59,PHASE_cinc2013,,,,,99.3464,99.3464,99.3464,152.0,1.0,1.0,5.819,153.0,153.0
20260524_063254,a60,PHASE_cinc2013,,,,,20.9459,33.3333,25.7261,31.0,62.0,117.0,57.4792,93.0,148.0
20260524_063254,a61,PHASE_cinc2013,,,,,22.1429,22.7941,22.4638,31.0,105.0,109.0,25.7607,136.0,140.0
20260524_063254,a62,PHASE_cinc2013,,,,,27.0833,28.6765,27.8571,39.0,97.0,105.0,23.5912,136.0,144.0
20260524_063254,a63,PHASE_cinc2013,,,,,87.6812,88.3212,88.0,121.0,16.0,17.0,8.692,137.0,138.0
20260524_063254,a64,PHASE_cinc2013,,,,,69.8529,74.2187,71.9697,95.0,33.0,41.0,19.6986,128.0,136.0
20260524_063254,a65,PHASE_cinc2013,,,,,21.5278,22.7941,22.1429,31.0,105.0,113.0,22.8849,136.0,144.0
20260524_063254,a66,PHASE_cinc2013,,,,,19.2308,21.1864,20.1613,25.0,93.0,105.0,32.2762,118.0,130.0
20260524_063254,a67,PHASE_cinc2013,,,,,38.3117,41.844,40.0,59.0,82.0,95.0,26.5998,141.0,154.0
20260524_063254,a68,PHASE_cinc2013,,,,,100.0,99.2857,99.6416,139.0,1.0,0.0,4.5693,140.0,139.0
20260524_063254,a69,PHASE_cinc2013,,,,,64.4295,68.5714,66.436,96.0,44.0,53.0,20.5134,140.0,149.0
20260524_063254,a70,PHASE_cinc2013,,,,,92.1986,96.2963,94.2029,130.0,5.0,11.0,7.7756,135.0,141.0
20260524_063254,a71,PHASE_cinc2013,,,,,36.6013,40.2878,38.3562,56.0,83.0,97.0,37.9881,139.0,153.0
20260524_063254,a72,PHASE_cinc2013,,,,,85.0299,91.6129,88.1988,142.0,13.0,25.0,13.0313,155.0,167.0
20260524_063254,a73,PHASE_cinc2013,,,,,39.5683,42.3077,40.8922,55.0,75.0,84.0,26.0746,130.0,139.0
20260524_063254,a74,PHASE_cinc2013,,,,,47.8571,48.2014,48.0287,67.0,72.0,73.0,25.0999,139.0,140.0
20260524_063254,a75,PHASE_cinc2013,,,,,90.2985,89.6296,89.9628,121.0,14.0,13.0,6.4122,135.0,134.0
