timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference,waveform_lag_samples
20260618_130119,a54,PHASE_cinc2013,,,,,18.9189,5.6452,8.6957,7.0,117.0,30.0,31.9094,124.0,37.0,0.0
20260618_130119,a55,PHASE_cinc2013,,,,,90.2098,93.4783,91.8149,129.0,9.0,14.0,9.1636,138.0,143.0,0.0
20260618_130119,a56,PHASE_cinc2013,,,,,28.5714,28.3582,28.4644,38.0,96.0,95.0,24.4383,134.0,133.0,0.0
20260618_130119,a57,PHASE_cinc2013,,,,,100.0,100.0,100.0,148.0,0.0,0.0,0.3327,148.0,148.0,0.0
20260618_130119,a58,PHASE_cinc2013,,,,,98.5401,98.5401,98.5401,135.0,2.0,2.0,3.3214,137.0,137.0,0.0
20260618_130119,a59,PHASE_cinc2013,,,,,100.0,100.0,100.0,153.0,0.0,0.0,0.6978,153.0,153.0,0.0
20260618_130119,a60,PHASE_cinc2013,,,,,25.6757,41.3043,31.6667,38.0,54.0,110.0,58.0121,92.0,148.0,0.0
20260618_130119,a61,PHASE_cinc2013,,,,,87.8571,97.619,92.4812,123.0,3.0,17.0,15.3571,126.0,140.0,0.0
20260618_130119,a62,PHASE_cinc2013,,,,,24.3056,28.0,26.0223,35.0,90.0,109.0,27.2492,125.0,144.0,0.0
20260618_130119,a63,PHASE_cinc2013,,,,,94.9275,94.9275,94.9275,131.0,7.0,7.0,5.2783,138.0,138.0,0.0
20260618_130119,a64,PHASE_cinc2013,,,,,96.3235,96.3235,96.3235,131.0,5.0,5.0,4.9348,136.0,136.0,0.0
20260618_130119,a65,PHASE_cinc2013,,,,,12.5,13.1387,12.8114,18.0,119.0,126.0,23.8335,137.0,144.0,0.0
20260618_130119,a66,PHASE_cinc2013,,,,,23.8462,23.4848,23.6641,31.0,101.0,99.0,21.5345,132.0,130.0,0.0
20260618_130119,a67,PHASE_cinc2013,,,,,83.7662,100.0,91.1661,129.0,0.0,25.0,23.5322,129.0,154.0,0.0
20260618_130119,a68,PHASE_cinc2013,,,,,100.0,99.2857,99.6416,139.0,1.0,0.0,1.0517,140.0,139.0,0.0
20260618_130119,a69,PHASE_cinc2013,,,,,83.8926,100.0,91.2409,125.0,0.0,24.0,17.2493,125.0,149.0,0.0
20260618_130119,a70,PHASE_cinc2013,,,,,89.3617,99.2126,94.0299,126.0,1.0,15.0,11.1209,127.0,141.0,0.0
20260618_130119,a71,PHASE_cinc2013,,,,,24.183,29.1339,26.4286,37.0,90.0,116.0,44.7272,127.0,153.0,0.0
20260618_130119,a72,PHASE_cinc2013,,,,,88.6228,100.0,93.9683,148.0,0.0,19.0,14.3168,148.0,167.0,0.0
20260618_130119,a73,PHASE_cinc2013,,,,,23.741,33.6735,27.8481,33.0,65.0,106.0,45.4599,98.0,139.0,0.0
20260618_130119,a74,PHASE_cinc2013,,,,,67.1429,70.6767,68.8645,94.0,39.0,46.0,19.1477,133.0,140.0,0.0
20260618_130119,a75,PHASE_cinc2013,,,,,95.5224,98.4615,96.9697,128.0,2.0,6.0,6.3476,130.0,134.0,0.0
