timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference,waveform_lag_samples
20260618_130119,a01,PHASE_cinc2013,,,,,94.4828,96.4789,95.4704,137.0,5.0,8.0,4.533,142.0,145.0,0.0
20260618_130119,a02,PHASE_cinc2013,,,,,20.0,25.3968,22.3776,32.0,94.0,128.0,34.9214,126.0,160.0,0.0
20260618_130119,a03,PHASE_cinc2013,,,,,25.7812,25.0,25.3846,33.0,99.0,95.0,27.6793,132.0,128.0,0.0
20260618_130119,a04,PHASE_cinc2013,,,,,93.7984,100.0,96.8,121.0,0.0,8.0,6.3465,121.0,129.0,0.0
20260618_130119,a05,PHASE_cinc2013,,,,,99.2248,99.2248,99.2248,128.0,1.0,1.0,1.5577,129.0,129.0,0.0
20260618_130119,a06,PHASE_cinc2013,,,,,21.875,31.5315,25.8303,35.0,76.0,125.0,51.0305,111.0,160.0,0.0
20260618_130119,a07,PHASE_cinc2013,,,,,17.6923,20.9091,19.1667,23.0,87.0,107.0,33.8704,110.0,130.0,0.0
20260618_130119,a08,PHASE_cinc2013,,,,,100.0,100.0,100.0,128.0,0.0,0.0,0.4039,128.0,128.0,0.0
20260618_130119,a09,PHASE_cinc2013,,,,,29.2308,37.6238,32.9004,38.0,63.0,92.0,36.3103,101.0,130.0,0.0
20260618_130119,a10,PHASE_cinc2013,,,,,70.8571,83.7838,76.7802,124.0,24.0,51.0,24.408,148.0,175.0,0.0
20260618_130119,a11,PHASE_cinc2013,,,,,66.4286,78.1513,71.8147,93.0,26.0,47.0,22.6637,119.0,140.0,0.0
20260618_130119,a12,PHASE_cinc2013,,,,,84.058,87.218,85.6089,116.0,17.0,22.0,11.6983,133.0,138.0,0.0
20260618_130119,a13,PHASE_cinc2013,,,,,90.4762,100.0,95.0,114.0,0.0,12.0,8.2222,114.0,126.0,0.0
20260618_130119,a14,PHASE_cinc2013,,,,,69.1057,73.913,71.4286,85.0,30.0,38.0,18.6585,115.0,123.0,0.0
20260618_130119,a15,PHASE_cinc2013,,,,,100.0,100.0,100.0,134.0,0.0,0.0,0.649,134.0,134.0,0.0
20260618_130119,a16,PHASE_cinc2013,,,,,18.4615,21.4286,19.8347,24.0,88.0,106.0,33.3747,112.0,130.0,0.0
20260618_130119,a17,PHASE_cinc2013,,,,,89.3939,100.0,94.4,118.0,0.0,14.0,9.8404,118.0,132.0,0.0
20260618_130119,a18,PHASE_cinc2013,,,,,16.0,21.6216,18.3908,24.0,87.0,126.0,39.7148,111.0,150.0,0.0
20260618_130119,a19,PHASE_cinc2013,,,,,92.126,100.0,95.9016,117.0,0.0,10.0,7.4886,117.0,127.0,0.0
20260618_130119,a20,PHASE_cinc2013,,,,,87.7863,97.4576,92.3695,115.0,3.0,16.0,10.7439,118.0,131.0,0.0
20260618_130119,a21,PHASE_cinc2013,,,,,76.5517,79.2857,77.8947,111.0,29.0,34.0,13.1587,140.0,145.0,0.0
20260618_130119,a22,PHASE_cinc2013,,,,,99.2063,99.2063,99.2063,125.0,1.0,1.0,1.4745,126.0,126.0,0.0
20260618_130119,a23,PHASE_cinc2013,,,,,95.2381,100.0,97.561,120.0,0.0,6.0,4.8782,120.0,126.0,0.0
20260618_130119,a24,PHASE_cinc2013,,,,,98.374,100.0,99.1803,121.0,0.0,2.0,2.6372,121.0,123.0,0.0
20260618_130119,a25,PHASE_cinc2013,,,,,92.0,100.0,95.8333,115.0,0.0,10.0,8.2976,115.0,125.0,0.0
20260618_130119,a26,PHASE_cinc2013,,,,,77.5362,79.2593,78.3883,107.0,28.0,31.0,12.7886,135.0,138.0,0.0
20260618_130119,a27,PHASE_cinc2013,,,,,79.2593,81.6794,80.4511,107.0,24.0,28.0,11.5571,131.0,135.0,0.0
20260618_130119,a28,PHASE_cinc2013,,,,,85.6287,99.3056,91.9614,143.0,1.0,24.0,18.4606,144.0,167.0,0.0
20260618_130119,a29,PHASE_cinc2013,,,,,75.5906,73.2824,74.4186,96.0,35.0,31.0,13.5805,131.0,127.0,0.0
20260618_130119,a30,PHASE_cinc2013,,,,,65.7143,70.7692,68.1481,92.0,38.0,48.0,21.9808,130.0,140.0,0.0
20260618_130119,a31,PHASE_cinc2013,,,,,27.7372,30.8943,29.2308,38.0,85.0,99.0,24.5802,123.0,137.0,0.0
20260618_130119,a32,PHASE_cinc2013,,,,,100.0,100.0,100.0,152.0,0.0,0.0,0.6013,152.0,152.0,0.0
20260618_130119,a33,PHASE_cinc2013,,,,,94.2857,91.6667,92.9577,132.0,12.0,8.0,6.1036,144.0,140.0,0.0
20260618_130119,a34,PHASE_cinc2013,,,,,40.458,42.0635,41.2451,53.0,73.0,78.0,22.5487,126.0,131.0,0.0
20260618_130119,a35,PHASE_cinc2013,,,,,86.5031,98.6014,92.1569,141.0,2.0,22.0,18.9022,143.0,163.0,0.0
20260618_130119,a36,PHASE_cinc2013,,,,,84.5238,100.0,91.6129,142.0,0.0,26.0,20.4923,142.0,168.0,0.0
20260618_130119,a37,PHASE_cinc2013,,,,,31.6901,34.8837,33.2103,45.0,84.0,97.0,26.4689,129.0,142.0,0.0
20260618_130119,a38,PHASE_cinc2013,,,,,72.6115,80.8511,76.5101,114.0,27.0,43.0,26.4099,141.0,157.0,0.0
20260618_130119,a39,PHASE_cinc2013,,,,,21.4815,23.9669,22.6562,29.0,92.0,106.0,28.3138,121.0,135.0,0.0
20260618_130119,a40,PHASE_cinc2013,,,,,86.4865,96.9697,91.4286,128.0,4.0,20.0,15.2038,132.0,148.0,0.0
20260618_130119,a41,PHASE_cinc2013,,,,,82.3529,97.3913,89.243,112.0,3.0,24.0,16.4839,115.0,136.0,0.0
20260618_130119,a42,PHASE_cinc2013,,,,,86.0927,98.4848,91.8728,130.0,2.0,21.0,19.6126,132.0,151.0,0.0
20260618_130119,a43,PHASE_cinc2013,,,,,100.0,100.0,100.0,158.0,0.0,0.0,0.477,158.0,158.0,0.0
20260618_130119,a44,PHASE_cinc2013,,,,,88.3436,99.3103,93.5065,144.0,1.0,19.0,15.7459,145.0,163.0,0.0
20260618_130119,a45,PHASE_cinc2013,,,,,92.8571,91.5493,92.1986,130.0,12.0,10.0,9.2744,142.0,140.0,0.0
20260618_130119,a46,PHASE_cinc2013,,,,,95.4198,94.697,95.057,125.0,7.0,6.0,4.9372,132.0,131.0,0.0
20260618_130119,a47,PHASE_cinc2013,,,,,84.7222,88.4058,86.5248,122.0,16.0,22.0,16.083,138.0,144.0,0.0
20260618_130119,a48,PHASE_cinc2013,,,,,70.6767,72.8682,71.7557,94.0,35.0,39.0,15.9095,129.0,133.0,0.0
20260618_130119,a49,PHASE_cinc2013,,,,,93.9189,94.5578,94.2373,139.0,8.0,9.0,4.3799,147.0,148.0,0.0
20260618_130119,a50,PHASE_cinc2013,,,,,97.8873,98.5816,98.2332,139.0,2.0,3.0,3.5061,141.0,142.0,0.0
20260618_130119,a51,PHASE_cinc2013,,,,,40.146,41.0448,40.5904,55.0,79.0,82.0,24.0625,134.0,137.0,0.0
20260618_130119,a52,PHASE_cinc2013,,,,,69.4656,67.4074,68.4211,91.0,44.0,40.0,24.7751,135.0,131.0,0.0
20260618_130119,a53,PHASE_cinc2013,,,,,21.5686,26.4,23.741,33.0,92.0,120.0,32.3103,125.0,153.0,0.0
