timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference,waveform_lag_samples
20260619_064854,a50,PHASE_cinc2013,,,,,97.8873,98.5816,98.2332,139.0,2.0,3.0,3.4664,141.0,142.0,0.0
20260619_064854,a51,PHASE_cinc2013,,,,,40.146,41.0448,40.5904,55.0,79.0,82.0,24.0614,134.0,137.0,0.0
20260619_064854,a52,PHASE_cinc2013,,,,,58.0153,60.3175,59.144,76.0,50.0,55.0,31.3249,126.0,131.0,0.0
20260619_064854,a53,PHASE_cinc2013,,,,,71.2418,80.7407,75.6944,109.0,26.0,44.0,20.686,135.0,153.0,0.0
20260619_064854,a54,PHASE_cinc2013,,,,,16.2162,4.2553,6.7416,6.0,135.0,31.0,32.3572,141.0,37.0,0.0
20260619_064854,a55,PHASE_cinc2013,,,,,99.3007,99.3007,99.3007,142.0,1.0,1.0,6.0559,143.0,143.0,0.0
20260619_064854,a56,PHASE_cinc2013,,,,,28.5714,28.5714,28.5714,38.0,95.0,95.0,24.2531,133.0,133.0,0.0
20260619_064854,a57,PHASE_cinc2013,,,,,100.0,100.0,100.0,148.0,0.0,0.0,0.3399,148.0,148.0,0.0
20260619_064854,a58,PHASE_cinc2013,,,,,90.5109,96.875,93.5849,124.0,4.0,13.0,8.2174,128.0,137.0,0.0
20260619_064854,a59,PHASE_cinc2013,,,,,100.0,100.0,100.0,153.0,0.0,0.0,0.6689,153.0,153.0,0.0
20260619_064854,a60,PHASE_cinc2013,,,,,37.1622,47.0085,41.5094,55.0,62.0,93.0,39.4435,117.0,148.0,0.0
20260619_064854,a61,PHASE_cinc2013,,,,,92.8571,98.4848,95.5882,130.0,2.0,10.0,9.9682,132.0,140.0,0.0
20260619_064854,a62,PHASE_cinc2013,,,,,90.2778,92.8571,91.5493,130.0,10.0,14.0,7.6227,140.0,144.0,0.0
20260619_064854,a63,PHASE_cinc2013,,,,,90.5797,98.4252,94.3396,125.0,2.0,13.0,10.9796,127.0,138.0,0.0
20260619_064854,a64,PHASE_cinc2013,,,,,92.6471,100.0,96.1832,126.0,0.0,10.0,7.0644,126.0,136.0,0.0
20260619_064854,a65,PHASE_cinc2013,,,,,95.8333,95.8333,95.8333,138.0,6.0,6.0,2.9709,144.0,144.0,0.0
20260619_064854,a66,PHASE_cinc2013,,,,,93.0769,97.5806,95.2756,121.0,3.0,9.0,5.9949,124.0,130.0,0.0
20260619_064854,a67,PHASE_cinc2013,,,,,85.0649,97.037,90.6574,131.0,4.0,23.0,15.7611,135.0,154.0,0.0
20260619_064854,a68,PHASE_cinc2013,,,,,100.0,99.2857,99.6416,139.0,1.0,0.0,1.0418,140.0,139.0,0.0
20260619_064854,a69,PHASE_cinc2013,,,,,88.5906,100.0,93.9502,132.0,0.0,17.0,12.2558,132.0,149.0,0.0
20260619_064854,a70,PHASE_cinc2013,,,,,80.1418,83.7037,81.8841,113.0,22.0,28.0,13.1462,135.0,141.0,0.0
20260619_064854,a71,PHASE_cinc2013,,,,,21.5686,23.5714,22.5256,33.0,107.0,120.0,37.8553,140.0,153.0,0.0
20260619_064854,a72,PHASE_cinc2013,,,,,91.6168,100.0,95.625,153.0,0.0,14.0,10.2904,153.0,167.0,0.0
20260619_064854,a73,PHASE_cinc2013,,,,,22.3022,31.3131,26.0504,31.0,68.0,108.0,45.4455,99.0,139.0,0.0
20260619_064854,a74,PHASE_cinc2013,,,,,24.2857,24.2857,24.2857,34.0,106.0,106.0,25.6312,140.0,140.0,0.0
20260619_064854,a75,PHASE_cinc2013,,,,,96.2687,97.7273,96.9925,129.0,3.0,5.0,4.7048,132.0,134.0,0.0
