timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference
20260524_211632,a01,PHASE_cinc2013,,,,,92.4138,93.0556,92.7336,134.0,10.0,11.0,5.4047,144.0,145.0
20260524_211632,a02,PHASE_cinc2013,,,,,20.0,25.3968,22.3776,32.0,94.0,128.0,34.9105,126.0,160.0
20260524_211632,a03,PHASE_cinc2013,,,,,92.1875,99.1597,95.5466,118.0,1.0,10.0,6.4971,119.0,128.0
20260524_211632,a04,PHASE_cinc2013,,,,,94.5736,100.0,97.2112,122.0,0.0,7.0,7.1897,122.0,129.0
20260524_211632,a05,PHASE_cinc2013,,,,,99.2248,100.0,99.6109,128.0,0.0,1.0,2.0752,128.0,129.0
20260524_211632,a06,PHASE_cinc2013,,,,,20.0,29.0909,23.7037,32.0,78.0,128.0,52.8373,110.0,160.0
20260524_211632,a07,PHASE_cinc2013,,,,,16.1538,21.2121,18.3406,21.0,78.0,109.0,39.6451,99.0,130.0
20260524_211632,a08,PHASE_cinc2013,,,,,98.4375,98.4375,98.4375,126.0,2.0,2.0,3.0027,128.0,128.0
20260524_211632,a09,PHASE_cinc2013,,,,,16.1538,21.4286,18.4211,21.0,77.0,109.0,33.6561,98.0,130.0
20260524_211632,a10,PHASE_cinc2013,,,,,38.2857,51.145,43.7908,67.0,64.0,108.0,46.965,131.0,175.0
20260524_211632,a11,PHASE_cinc2013,,,,,22.8571,28.5714,25.3968,32.0,80.0,108.0,39.1115,112.0,140.0
20260524_211632,a12,PHASE_cinc2013,,,,,94.9275,99.2424,97.037,131.0,1.0,7.0,4.9396,132.0,138.0
20260524_211632,a13,PHASE_cinc2013,,,,,91.2698,96.6387,93.8776,115.0,4.0,11.0,6.8143,119.0,126.0
20260524_211632,a14,PHASE_cinc2013,,,,,91.0569,96.5517,93.7238,112.0,4.0,11.0,7.4273,116.0,123.0
20260524_211632,a15,PHASE_cinc2013,,,,,97.0149,100.0,98.4848,130.0,0.0,4.0,4.9319,130.0,134.0
20260524_211632,a16,PHASE_cinc2013,,,,,17.6923,22.1154,19.6581,23.0,81.0,107.0,33.5412,104.0,130.0
20260524_211632,a17,PHASE_cinc2013,,,,,91.6667,99.1803,95.2756,121.0,1.0,11.0,7.5002,122.0,132.0
20260524_211632,a18,PHASE_cinc2013,,,,,16.0,21.6216,18.3908,24.0,87.0,126.0,39.6721,111.0,150.0
20260524_211632,a19,PHASE_cinc2013,,,,,93.7008,100.0,96.748,119.0,0.0,8.0,6.2359,119.0,127.0
20260524_211632,a20,PHASE_cinc2013,,,,,90.8397,95.9677,93.3333,119.0,5.0,12.0,7.829,124.0,131.0
20260524_211632,a21,PHASE_cinc2013,,,,,26.2069,31.6667,28.6792,38.0,82.0,107.0,35.7246,120.0,145.0
20260524_211632,a22,PHASE_cinc2013,,,,,100.0,100.0,100.0,126.0,0.0,0.0,1.2004,126.0,126.0
20260524_211632,a23,PHASE_cinc2013,,,,,96.0317,99.1803,97.5806,121.0,1.0,5.0,3.6917,122.0,126.0
20260524_211632,a24,PHASE_cinc2013,,,,,94.3089,100.0,97.0711,116.0,0.0,7.0,6.8681,116.0,123.0
20260524_211632,a25,PHASE_cinc2013,,,,,92.8,99.1453,95.8678,116.0,1.0,9.0,6.2517,117.0,125.0
20260524_211632,a26,PHASE_cinc2013,,,,,95.6522,95.6522,95.6522,132.0,6.0,6.0,3.7906,138.0,138.0
20260524_211632,a27,PHASE_cinc2013,,,,,79.2593,80.4511,79.8507,107.0,26.0,28.0,11.9455,133.0,135.0
20260524_211632,a28,PHASE_cinc2013,,,,,86.8263,98.6395,92.3567,145.0,2.0,22.0,16.2338,147.0,167.0
20260524_211632,a29,PHASE_cinc2013,,,,,27.5591,25.5474,26.5152,35.0,102.0,92.0,24.4611,137.0,127.0
20260524_211632,a30,PHASE_cinc2013,,,,,62.8571,66.6667,64.7059,88.0,44.0,52.0,20.9039,132.0,140.0
20260524_211632,a31,PHASE_cinc2013,,,,,80.292,83.9695,82.0896,110.0,21.0,27.0,12.4679,131.0,137.0
20260524_211632,a32,PHASE_cinc2013,,,,,100.0,100.0,100.0,152.0,0.0,0.0,4.1657,152.0,152.0
20260524_211632,a33,PHASE_cinc2013,,,,,71.4286,75.7576,73.5294,100.0,32.0,40.0,20.5214,132.0,140.0
20260524_211632,a34,PHASE_cinc2013,,,,,39.6947,38.2353,38.9513,52.0,84.0,79.0,22.6686,136.0,131.0
20260524_211632,a35,PHASE_cinc2013,,,,,84.0491,95.8042,89.5425,137.0,6.0,26.0,19.4427,143.0,163.0
20260524_211632,a36,PHASE_cinc2013,,,,,86.3095,99.3151,92.3567,145.0,1.0,23.0,17.0427,146.0,168.0
20260524_211632,a37,PHASE_cinc2013,,,,,35.9155,37.2263,36.5591,51.0,86.0,91.0,24.5687,137.0,142.0
20260524_211632,a38,PHASE_cinc2013,,,,,73.2484,78.7671,75.9076,115.0,31.0,42.0,24.0075,146.0,157.0
20260524_211632,a39,PHASE_cinc2013,,,,,28.8889,28.2609,28.5714,39.0,99.0,96.0,24.8398,138.0,135.0
20260524_211632,a40,PHASE_cinc2013,,,,,90.5405,93.0556,91.7808,134.0,10.0,14.0,7.1743,144.0,148.0
20260524_211632,a41,PHASE_cinc2013,,,,,83.8235,91.2,87.3563,114.0,11.0,22.0,13.7896,125.0,136.0
20260524_211632,a42,PHASE_cinc2013,,,,,90.0662,97.1429,93.4708,136.0,4.0,15.0,12.6629,140.0,151.0
20260524_211632,a43,PHASE_cinc2013,,,,,98.7342,100.0,99.3631,156.0,0.0,2.0,5.1221,156.0,158.0
20260524_211632,a44,PHASE_cinc2013,,,,,91.411,100.0,95.5128,149.0,0.0,14.0,11.1245,149.0,163.0
20260524_211632,a45,PHASE_cinc2013,,,,,92.8571,91.5493,92.1986,130.0,12.0,10.0,9.9603,142.0,140.0
20260524_211632,a46,PHASE_cinc2013,,,,,93.1298,93.1298,93.1298,122.0,9.0,9.0,5.9139,131.0,131.0
20260524_211632,a47,PHASE_cinc2013,,,,,91.6667,95.6522,93.617,132.0,6.0,12.0,12.5788,138.0,144.0
20260524_211632,a48,PHASE_cinc2013,,,,,95.4887,93.3824,94.4238,127.0,9.0,6.0,3.595,136.0,133.0
20260524_211632,a49,PHASE_cinc2013,,,,,87.1622,97.7273,92.1429,129.0,3.0,19.0,13.1727,132.0,148.0
20260524_211632,a50,PHASE_cinc2013,,,,,97.8873,98.5816,98.2332,139.0,2.0,3.0,3.8357,141.0,142.0
20260524_211632,a51,PHASE_cinc2013,,,,,63.5036,65.9091,64.684,87.0,45.0,50.0,18.2047,132.0,137.0
20260524_211632,a52,PHASE_cinc2013,,,,,61.0687,62.5,61.7761,80.0,48.0,51.0,29.2528,128.0,131.0
20260524_211632,a53,PHASE_cinc2013,,,,,89.5425,97.8571,93.5154,137.0,3.0,16.0,12.5319,140.0,153.0
20260524_211632,a54,PHASE_cinc2013,,,,,24.3243,6.7669,10.5882,9.0,124.0,28.0,33.8393,133.0,37.0
20260524_211632,a55,PHASE_cinc2013,,,,,88.1119,92.6471,90.3226,126.0,10.0,17.0,9.7475,136.0,143.0
20260524_211632,a56,PHASE_cinc2013,,,,,23.3083,22.4638,22.8782,31.0,107.0,102.0,25.3958,138.0,133.0
20260524_211632,a57,PHASE_cinc2013,,,,,100.0,100.0,100.0,148.0,0.0,0.0,2.8228,148.0,148.0
20260524_211632,a58,PHASE_cinc2013,,,,,87.5912,95.2381,91.2548,120.0,6.0,17.0,10.7797,126.0,137.0
20260524_211632,a59,PHASE_cinc2013,,,,,100.0,100.0,100.0,153.0,0.0,0.0,4.1032,153.0,153.0
20260524_211632,a60,PHASE_cinc2013,,,,,34.4595,44.3478,38.7833,51.0,64.0,97.0,40.498,115.0,148.0
20260524_211632,a61,PHASE_cinc2013,,,,,92.1429,92.8058,92.4731,129.0,10.0,11.0,6.8813,139.0,140.0
20260524_211632,a62,PHASE_cinc2013,,,,,89.5833,93.4783,91.4894,129.0,9.0,15.0,8.2445,138.0,144.0
20260524_211632,a63,PHASE_cinc2013,,,,,96.3768,95.6835,96.0289,133.0,6.0,5.0,5.0686,139.0,138.0
20260524_211632,a64,PHASE_cinc2013,,,,,91.9118,91.9118,91.9118,125.0,11.0,11.0,6.8063,136.0,136.0
20260524_211632,a65,PHASE_cinc2013,,,,,95.1389,95.8042,95.4704,137.0,6.0,7.0,4.3128,143.0,144.0
20260524_211632,a66,PHASE_cinc2013,,,,,92.3077,96.0,94.1176,120.0,5.0,10.0,5.9891,125.0,130.0
20260524_211632,a67,PHASE_cinc2013,,,,,85.0649,97.7612,90.9722,131.0,3.0,23.0,17.4714,134.0,154.0
20260524_211632,a68,PHASE_cinc2013,,,,,100.0,99.2857,99.6416,139.0,1.0,0.0,4.543,140.0,139.0
20260524_211632,a69,PHASE_cinc2013,,,,,87.9195,100.0,93.5714,131.0,0.0,18.0,14.5297,131.0,149.0
20260524_211632,a70,PHASE_cinc2013,,,,,90.7801,94.1176,92.4188,128.0,8.0,13.0,8.3485,136.0,141.0
20260524_211632,a71,PHASE_cinc2013,,,,,26.1438,30.0752,27.972,40.0,93.0,113.0,40.3445,133.0,153.0
20260524_211632,a72,PHASE_cinc2013,,,,,89.2216,98.0263,93.4169,149.0,3.0,18.0,11.6787,152.0,167.0
20260524_211632,a73,PHASE_cinc2013,,,,,31.6547,41.1215,35.7724,44.0,63.0,95.0,43.8404,107.0,139.0
20260524_211632,a74,PHASE_cinc2013,,,,,73.5714,74.6377,74.1007,103.0,35.0,37.0,14.4105,138.0,140.0
20260524_211632,a75,PHASE_cinc2013,,,,,79.1045,79.1045,79.1045,106.0,28.0,28.0,11.9133,134.0,134.0
