timestamp,recording,method,ica1_pca_n_components,ica1_maternal_ic_index,path_a_selected_ic_index,path_a_selected_ic_peak_count,path_a_selected_ic_hr_bpm,path_a_selected_ic_is_valid,path_a_selected_ic_stability,path_a_selected_ic_score,ica2_pca_n_components,ica2_excluded_maternal_residual_ic_index,path_b_selected_ic_index,path_b_selected_ic_peak_count,path_b_selected_ic_hr_bpm,path_b_selected_ic_is_valid,path_b_selected_ic_stability,path_b_selected_ic_score,path_b_adaptive_filter_used,ts_integration_mode,wsvd_energy_reduction_pct,wsvd_n_beats_checked,ts_refinement_used,ts_refinement_energy_reduction_pct,ts_refinement_n_beats_checked,path_c_enabled,path_c_selected_ic_index,path_c_selected_ic_hr_bpm,path_c_selected_ic_is_valid,path_c_selected_ic_stability,path_c_selected_ic_score,path_c_template_energy_reduction_pct,path_c_template_n_beats,sqi_fusion_enabled,chosen_sqi,periodicity_score_enabled,chosen_path_description,chosen_ic_index,chosen_ic_hr_bpm,chosen_ic_peak_count,chosen_ic_selection_score,chosen_ic_stability,low_confidence,confidence_gate_threshold,harmonic_confusion,sparse_annotation,ekf_used,ekf_use_rts,final_peak_count,final_hr_bpm
20260702_113744,r01,PHASE_adfecgdb_metadata,3.0,2.0,1.0,621.0,126.8843,1.0,0.4,0.6569,4.0,-1.0,0.0,644.0,129.1544,1.0,1.0,0.8086,1.0,cascade,58.5908,412.0,1.0,58.233,412.0,0.0,,,0.0,,,,,1.0,,1.0,B_WSVD_ICA2_IC1_129bpm,0.0,129.1544,644.0,0.8086,1.0,0.0,0.05,0.0,0.0,1.0,1.0,644.0,129.1548
20260702_113744,r04,PHASE_adfecgdb_metadata,3.0,2.0,0.0,546.0,123.0285,1.0,0.4001,0.2805,4.0,-1.0,0.0,626.0,126.1433,1.0,1.0,0.7023,1.0,cascade,62.2925,434.0,1.0,73.7781,434.0,0.0,,,0.0,,,,,1.0,,1.0,B_WSVD_ICA2_IC1_126bpm,0.0,126.1433,626.0,0.7023,1.0,0.0,0.05,0.0,0.0,1.0,1.0,626.0,126.1435
20260702_113744,r07,PHASE_adfecgdb_metadata,3.0,2.0,0.0,565.0,124.7873,1.0,0.4001,0.2502,4.0,0.0,2.0,624.0,125.2023,1.0,0.4002,0.8192,1.0,cascade,54.7927,401.0,1.0,73.5838,401.0,0.0,,,0.0,,,,,1.0,,1.0,B_WSVD_ICA2_IC3_125bpm,2.0,125.2023,624.0,0.8192,0.4002,0.0,0.05,0.0,0.0,1.0,1.0,624.0,125.2026
20260702_113744,r08,PHASE_adfecgdb_metadata,3.0,2.0,1.0,650.0,130.6931,1.0,0.6,0.8403,4.0,-1.0,2.0,651.0,130.6486,1.0,1.0,1.0235,1.0,cascade,33.5305,410.0,1.0,59.6677,410.0,0.0,,,0.0,,,,,1.0,,1.0,B_WSVD_ICA2_IC3_131bpm,2.0,130.6486,651.0,1.0235,1.0,0.0,0.05,0.0,0.0,1.0,1.0,651.0,130.649
20260702_113744,r10,PHASE_adfecgdb_metadata,3.0,2.0,0.0,478.0,111.8241,1.0,1.0,0.3703,4.0,1.0,2.0,651.0,131.8581,1.0,0.4002,1.0141,1.0,cascade,45.8625,458.0,1.0,85.7166,458.0,0.0,,,0.0,,,,,1.0,,1.0,B_WSVD_ICA2_IC3_132bpm,2.0,131.8581,651.0,1.0141,0.4002,0.0,0.05,0.0,0.0,1.0,1.0,651.0,131.856
