timestamp,recording,method,ica1_pca_n_components,ica1_maternal_ic_index,path_a_selected_ic_index,path_a_selected_ic_peak_count,path_a_selected_ic_hr_bpm,path_a_selected_ic_is_valid,path_a_selected_ic_stability,path_a_selected_ic_score,ica2_pca_n_components,ica2_excluded_maternal_residual_ic_index,path_b_selected_ic_index,path_b_selected_ic_peak_count,path_b_selected_ic_hr_bpm,path_b_selected_ic_is_valid,path_b_selected_ic_stability,path_b_selected_ic_score,path_b_adaptive_filter_used,path_c_enabled,path_c_selected_ic_index,path_c_selected_ic_hr_bpm,path_c_selected_ic_is_valid,path_c_selected_ic_stability,path_c_selected_ic_score,path_c_template_energy_reduction_pct,path_c_template_n_beats,sqi_fusion_enabled,chosen_sqi,periodicity_score_enabled,chosen_path_description,chosen_ic_index,chosen_ic_hr_bpm,chosen_ic_peak_count,chosen_ic_selection_score,chosen_ic_stability,low_confidence,confidence_gate_threshold,harmonic_confusion,sparse_annotation,ekf_used,ekf_use_rts,final_peak_count,final_hr_bpm
20260701_154508,r01,PHASE_adfecgdb_metadata,3.0,2.0,1.0,621.0,126.8843,1.0,0.4,0.6569,4.0,-1.0,0.0,583.0,121.9255,1.0,1.0,0.3709,1.0,1.0,0.0,129.0913,1.0,0.4,1.0733,79.9306,412.0,1.0,0.5465,1.0,C_TemplateSub_ICA3_IC1_129bpm,0.0,129.0913,644.0,1.0733,0.4,0.0,0.05,0.0,0.0,1.0,1.0,644.0,129.09
20260701_154508,r04,PHASE_adfecgdb_metadata,3.0,2.0,0.0,546.0,123.0285,1.0,0.4001,0.2805,4.0,1.0,0.0,476.0,101.3902,1.0,0.4013,0.0828,1.0,1.0,1.0,126.0652,1.0,0.4008,0.572,85.5167,434.0,1.0,0.5573,1.0,C_TemplateSub_ICA3_IC2_126bpm,1.0,126.0652,625.0,0.572,0.4008,0.0,0.05,0.0,0.0,1.0,1.0,625.0,126.0659
20260701_154508,r07,PHASE_adfecgdb_metadata,3.0,2.0,0.0,565.0,124.7873,1.0,0.4001,0.2502,4.0,2.0,0.0,462.0,100.7126,1.0,1.0,0.142,1.0,1.0,1.0,125.1336,1.0,0.4003,0.7341,85.0774,401.0,1.0,0.5776,1.0,C_TemplateSub_ICA3_IC2_125bpm,1.0,125.1336,624.0,0.7341,0.4003,0.0,0.05,0.0,0.0,1.0,1.0,624.0,125.1336
20260701_154508,r08,PHASE_adfecgdb_metadata,3.0,2.0,1.0,650.0,130.6931,1.0,0.6,0.8403,4.0,0.0,2.0,606.0,126.5335,1.0,0.4002,1.0246,1.0,1.0,2.0,130.6524,1.0,1.0,1.258,71.7683,410.0,1.0,0.5731,1.0,C_TemplateSub_ICA3_IC3_131bpm,2.0,130.6524,651.0,1.258,1.0,0.0,0.05,0.0,0.0,1.0,1.0,651.0,130.6487
20260701_154508,r10,PHASE_adfecgdb_metadata,3.0,2.0,0.0,478.0,111.8241,1.0,1.0,0.3703,4.0,2.0,1.0,460.0,108.9867,1.0,1.0,0.332,1.0,1.0,1.0,131.9827,1.0,0.4003,0.9088,88.8373,458.0,1.0,0.6606,1.0,C_TemplateSub_ICA3_IC2_132bpm,1.0,131.9827,652.0,0.9088,0.4003,0.0,0.05,0.0,0.0,1.0,1.0,652.0,131.9864
