timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference
20260702_102226,a01,PHASE_cinc2013,,,,,96.5517,96.5517,96.5517,140.0,5.0,5.0,8.044,145.0,145.0
20260702_102226,a02,PHASE_cinc2013,,,,,21.25,26.9841,23.7762,34.0,92.0,126.0,34.8876,126.0,160.0
20260702_102226,a03,PHASE_cinc2013,,,,,92.9687,92.9687,92.9687,119.0,9.0,9.0,4.2897,128.0,128.0
20260702_102226,a04,PHASE_cinc2013,,,,,98.4496,97.6923,98.0695,127.0,3.0,2.0,2.7769,130.0,129.0
20260702_102226,a05,PHASE_cinc2013,,,,,100.0,100.0,100.0,129.0,0.0,0.0,2.704,129.0,129.0
20260702_102226,a06,PHASE_cinc2013,,,,,56.25,68.1818,61.6438,90.0,42.0,70.0,29.6877,132.0,160.0
20260702_102226,a07,PHASE_cinc2013,,,,,55.3846,59.0164,57.1429,72.0,50.0,58.0,24.6947,122.0,130.0
20260702_102226,a08,PHASE_cinc2013,,,,,99.2187,99.2187,99.2187,127.0,1.0,1.0,1.5818,128.0,128.0
20260702_102226,a09,PHASE_cinc2013,,,,,30.0,37.5,33.3333,39.0,65.0,91.0,34.753,104.0,130.0
20260702_102226,a10,PHASE_cinc2013,,,,,48.5714,66.9291,56.2914,85.0,42.0,90.0,47.166,127.0,175.0
20260702_102226,a11,PHASE_cinc2013,,,,,61.4286,67.1875,64.1791,86.0,42.0,54.0,19.9067,128.0,140.0
20260702_102226,a12,PHASE_cinc2013,,,,,89.1304,91.1111,90.1099,123.0,12.0,15.0,7.8692,135.0,138.0
20260702_102226,a13,PHASE_cinc2013,,,,,100.0,100.0,100.0,126.0,0.0,0.0,1.9199,126.0,126.0
20260702_102226,a14,PHASE_cinc2013,,,,,94.3089,93.5484,93.9271,116.0,8.0,7.0,6.6653,124.0,123.0
20260702_102226,a15,PHASE_cinc2013,,,,,97.0149,97.7444,97.3783,130.0,3.0,4.0,4.7919,133.0,134.0
20260702_102226,a16,PHASE_cinc2013,,,,,14.6154,19.3878,16.6667,19.0,79.0,111.0,35.3199,98.0,130.0
20260702_102226,a17,PHASE_cinc2013,,,,,99.2424,99.2424,99.2424,131.0,1.0,1.0,1.454,132.0,132.0
20260702_102226,a18,PHASE_cinc2013,,,,,15.3333,20.7207,17.6245,23.0,88.0,127.0,39.6802,111.0,150.0
20260702_102226,a19,PHASE_cinc2013,,,,,100.0,100.0,100.0,127.0,0.0,0.0,2.0827,127.0,127.0
20260702_102226,a20,PHASE_cinc2013,,,,,97.7099,97.7099,97.7099,128.0,3.0,3.0,3.5382,131.0,131.0
20260702_102226,a21,PHASE_cinc2013,,,,,76.5517,79.2857,77.8947,111.0,29.0,34.0,13.1587,140.0,145.0
20260702_102226,a22,PHASE_cinc2013,,,,,100.0,100.0,100.0,126.0,0.0,0.0,1.1917,126.0,126.0
20260702_102226,a23,PHASE_cinc2013,,,,,99.2063,99.2063,99.2063,125.0,1.0,1.0,2.7947,126.0,126.0
20260702_102226,a24,PHASE_cinc2013,,,,,100.0,100.0,100.0,123.0,0.0,0.0,1.9522,123.0,123.0
20260702_102226,a25,PHASE_cinc2013,,,,,100.0,100.0,100.0,125.0,0.0,0.0,1.7873,125.0,125.0
20260702_102226,a26,PHASE_cinc2013,,,,,81.1594,81.7518,81.4545,112.0,25.0,26.0,12.1666,137.0,138.0
20260702_102226,a27,PHASE_cinc2013,,,,,76.2963,77.4436,76.8657,103.0,30.0,32.0,13.7807,133.0,135.0
20260702_102226,a28,PHASE_cinc2013,,,,,96.4072,96.988,96.6967,161.0,5.0,6.0,8.642,166.0,167.0
20260702_102226,a29,PHASE_cinc2013,,,,,66.1417,63.6364,64.8649,84.0,48.0,43.0,19.4227,132.0,127.0
20260702_102226,a30,PHASE_cinc2013,,,,,93.5714,94.9275,94.2446,131.0,7.0,9.0,7.4228,138.0,140.0
20260702_102226,a31,PHASE_cinc2013,,,,,99.2701,99.2701,99.2701,136.0,1.0,1.0,1.6733,137.0,137.0
20260702_102226,a32,PHASE_cinc2013,,,,,100.0,100.0,100.0,152.0,0.0,0.0,4.1138,152.0,152.0
20260702_102226,a33,PHASE_cinc2013,,,,,95.0,93.007,93.9929,133.0,10.0,7.0,5.9355,143.0,140.0
20260702_102226,a34,PHASE_cinc2013,,,,,24.4275,24.0602,24.2424,32.0,101.0,99.0,23.4627,133.0,131.0
20260702_102226,a35,PHASE_cinc2013,,,,,99.3865,97.5904,98.4802,162.0,4.0,1.0,4.7788,166.0,163.0
20260702_102226,a36,PHASE_cinc2013,,,,,97.619,98.2036,97.9104,164.0,3.0,4.0,6.9094,167.0,168.0
20260702_102226,a37,PHASE_cinc2013,,,,,35.2113,36.7647,35.9712,50.0,86.0,92.0,22.6219,136.0,142.0
20260702_102226,a38,PHASE_cinc2013,,,,,28.6624,33.3333,30.8219,45.0,90.0,112.0,38.604,135.0,157.0
20260702_102226,a39,PHASE_cinc2013,,,,,35.5556,34.5324,35.0365,48.0,91.0,87.0,25.4773,139.0,135.0
20260702_102226,a40,PHASE_cinc2013,,,,,20.2703,22.7273,21.4286,30.0,102.0,118.0,24.7821,132.0,148.0
20260702_102226,a41,PHASE_cinc2013,,,,,98.5294,99.2593,98.893,134.0,1.0,2.0,2.2651,135.0,136.0
20260702_102226,a42,PHASE_cinc2013,,,,,25.1656,27.5362,26.2976,38.0,100.0,113.0,25.7357,138.0,151.0
20260702_102226,a43,PHASE_cinc2013,,,,,100.0,100.0,100.0,158.0,0.0,0.0,3.8939,158.0,158.0
20260702_102226,a44,PHASE_cinc2013,,,,,97.546,98.7578,98.1481,159.0,2.0,4.0,5.1318,161.0,163.0
20260702_102226,a45,PHASE_cinc2013,,,,,23.5714,24.0876,23.8267,33.0,104.0,107.0,22.051,137.0,140.0
20260702_102226,a46,PHASE_cinc2013,,,,,87.7863,86.4662,87.1212,115.0,18.0,16.0,7.9415,133.0,131.0
20260702_102226,a47,PHASE_cinc2013,,,,,86.8056,88.0282,87.4126,125.0,17.0,19.0,13.9904,142.0,144.0
20260702_102226,a48,PHASE_cinc2013,,,,,27.0677,33.0275,29.7521,36.0,73.0,97.0,36.1959,109.0,133.0
20260702_102226,a49,PHASE_cinc2013,,,,,93.2432,94.5205,93.8776,138.0,8.0,10.0,7.4106,146.0,148.0
20260702_102226,a50,PHASE_cinc2013,,,,,97.8873,98.5816,98.2332,139.0,2.0,3.0,3.7773,141.0,142.0
20260702_102226,a51,PHASE_cinc2013,,,,,47.4453,48.5075,47.9705,65.0,69.0,72.0,24.1413,134.0,137.0
20260702_102226,a52,PHASE_cinc2013,,,,,71.7557,68.6131,70.1493,94.0,43.0,37.0,23.6299,137.0,131.0
20260702_102226,a53,PHASE_cinc2013,,,,,64.0523,73.6842,68.5315,98.0,35.0,55.0,25.9147,133.0,153.0
20260702_102226,a54,PHASE_cinc2013,,,,,18.9189,5.1471,8.0925,7.0,129.0,30.0,37.5925,136.0,37.0
20260702_102226,a55,PHASE_cinc2013,,,,,18.1818,19.1176,18.638,26.0,110.0,117.0,21.8171,136.0,143.0
20260702_102226,a56,PHASE_cinc2013,,,,,92.4812,90.4412,91.4498,123.0,13.0,10.0,6.1689,136.0,133.0
20260702_102226,a57,PHASE_cinc2013,,,,,100.0,100.0,100.0,148.0,0.0,0.0,3.0461,148.0,148.0
20260702_102226,a58,PHASE_cinc2013,,,,,99.2701,99.2701,99.2701,136.0,1.0,1.0,4.9596,137.0,137.0
20260702_102226,a59,PHASE_cinc2013,,,,,100.0,100.0,100.0,153.0,0.0,0.0,4.0569,153.0,153.0
20260702_102226,a60,PHASE_cinc2013,,,,,50.0,52.8571,51.3889,74.0,66.0,74.0,24.1774,140.0,148.0
20260702_102226,a61,PHASE_cinc2013,,,,,69.2857,74.0458,71.5867,97.0,34.0,43.0,22.7338,131.0,140.0
20260702_102226,a62,PHASE_cinc2013,,,,,27.0833,28.8889,27.957,39.0,96.0,105.0,24.1223,135.0,144.0
20260702_102226,a63,PHASE_cinc2013,,,,,94.9275,94.2446,94.5848,131.0,8.0,7.0,5.2398,139.0,138.0
20260702_102226,a64,PHASE_cinc2013,,,,,96.3235,96.3235,96.3235,131.0,5.0,5.0,4.9348,136.0,136.0
20260702_102226,a65,PHASE_cinc2013,,,,,13.1944,13.2867,13.2404,19.0,124.0,125.0,23.3473,143.0,144.0
20260702_102226,a66,PHASE_cinc2013,,,,,26.9231,25.3623,26.1194,35.0,103.0,95.0,22.6435,138.0,130.0
20260702_102226,a67,PHASE_cinc2013,,,,,98.7013,98.7013,98.7013,152.0,2.0,2.0,1.5298,154.0,154.0
20260702_102226,a68,PHASE_cinc2013,,,,,100.0,99.2857,99.6416,139.0,1.0,0.0,4.5729,140.0,139.0
20260702_102226,a69,PHASE_cinc2013,,,,,100.0,100.0,100.0,149.0,0.0,0.0,3.0314,149.0,149.0
20260702_102226,a70,PHASE_cinc2013,,,,,99.2908,99.2908,99.2908,140.0,1.0,1.0,3.1728,141.0,141.0
20260702_102226,a71,PHASE_cinc2013,,,,,28.1046,31.6176,29.7578,43.0,93.0,110.0,38.1741,136.0,153.0
20260702_102226,a72,PHASE_cinc2013,,,,,98.8024,99.3976,99.0991,165.0,1.0,2.0,5.1473,166.0,167.0
20260702_102226,a73,PHASE_cinc2013,,,,,38.8489,40.0,39.4161,54.0,81.0,85.0,21.7401,135.0,139.0
20260702_102226,a74,PHASE_cinc2013,,,,,81.4286,84.4444,82.9091,114.0,21.0,26.0,12.6193,135.0,140.0
20260702_102226,a75,PHASE_cinc2013,,,,,96.2687,95.5556,95.9108,129.0,6.0,5.0,4.3332,135.0,134.0
