timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference
20260707_205135,a01,PHASE_cinc2013,,,,,96.5517,96.5517,96.5517,140.0,5.0,5.0,8.044,145.0,145.0
20260707_205135,a02,PHASE_cinc2013,,,,,21.25,26.9841,23.7762,34.0,92.0,126.0,34.8876,126.0,160.0
20260707_205135,a03,PHASE_cinc2013,,,,,98.4375,98.4375,98.4375,126.0,2.0,2.0,3.3942,128.0,128.0
20260707_205135,a04,PHASE_cinc2013,,,,,100.0,100.0,100.0,129.0,0.0,0.0,1.5103,129.0,129.0
20260707_205135,a05,PHASE_cinc2013,,,,,99.2248,99.2248,99.2248,128.0,1.0,1.0,2.321,129.0,129.0
20260707_205135,a06,PHASE_cinc2013,,,,,56.25,68.1818,61.6438,90.0,42.0,70.0,29.6877,132.0,160.0
20260707_205135,a07,PHASE_cinc2013,,,,,53.0769,58.9744,55.8704,69.0,48.0,61.0,25.8442,117.0,130.0
20260707_205135,a08,PHASE_cinc2013,,,,,99.2187,99.2187,99.2187,127.0,1.0,1.0,1.7134,128.0,128.0
20260707_205135,a09,PHASE_cinc2013,,,,,45.3846,50.4274,47.7733,59.0,58.0,71.0,26.0478,117.0,130.0
20260707_205135,a10,PHASE_cinc2013,,,,,70.2857,82.0,75.6923,123.0,27.0,52.0,23.1368,150.0,175.0
20260707_205135,a11,PHASE_cinc2013,,,,,62.1429,68.5039,65.1685,87.0,40.0,53.0,21.1364,127.0,140.0
20260707_205135,a12,PHASE_cinc2013,,,,,99.2754,99.2754,99.2754,137.0,1.0,1.0,3.7452,138.0,138.0
20260707_205135,a13,PHASE_cinc2013,,,,,100.0,100.0,100.0,126.0,0.0,0.0,2.3529,126.0,126.0
20260707_205135,a14,PHASE_cinc2013,,,,,100.0,99.1935,99.5951,123.0,1.0,0.0,0.814,124.0,123.0
20260707_205135,a15,PHASE_cinc2013,,,,,100.0,100.0,100.0,134.0,0.0,0.0,1.6751,134.0,134.0
20260707_205135,a16,PHASE_cinc2013,,,,,17.6923,25.8427,21.0046,23.0,66.0,107.0,41.2855,89.0,130.0
20260707_205135,a17,PHASE_cinc2013,,,,,100.0,100.0,100.0,132.0,0.0,0.0,2.7453,132.0,132.0
20260707_205135,a18,PHASE_cinc2013,,,,,15.3333,20.7207,17.6245,23.0,88.0,127.0,39.6802,111.0,150.0
20260707_205135,a19,PHASE_cinc2013,,,,,100.0,100.0,100.0,127.0,0.0,0.0,1.8442,127.0,127.0
20260707_205135,a20,PHASE_cinc2013,,,,,98.4733,97.7273,98.0989,129.0,3.0,2.0,2.8856,132.0,131.0
20260707_205135,a21,PHASE_cinc2013,,,,,77.931,80.1418,79.021,113.0,28.0,32.0,12.2944,141.0,145.0
20260707_205135,a22,PHASE_cinc2013,,,,,100.0,100.0,100.0,126.0,0.0,0.0,1.7999,126.0,126.0
20260707_205135,a23,PHASE_cinc2013,,,,,100.0,100.0,100.0,126.0,0.0,0.0,2.2546,126.0,126.0
20260707_205135,a24,PHASE_cinc2013,,,,,100.0,100.0,100.0,123.0,0.0,0.0,1.92,123.0,123.0
20260707_205135,a25,PHASE_cinc2013,,,,,100.0,100.0,100.0,125.0,0.0,0.0,1.5563,125.0,125.0
20260707_205135,a26,PHASE_cinc2013,,,,,94.2029,94.2029,94.2029,130.0,8.0,8.0,5.5756,138.0,138.0
20260707_205135,a27,PHASE_cinc2013,,,,,95.5556,96.9925,96.2687,129.0,4.0,6.0,4.9358,133.0,135.0
