timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference
20260705_065751,a01,PHASE_cinc2013,,,,,95.8621,96.5278,96.1938,139.0,5.0,6.0,2.8566,144.0,145.0
20260705_065751,a02,PHASE_cinc2013,,,,,21.25,26.9841,23.7762,34.0,92.0,126.0,34.8876,126.0,160.0
20260705_065751,a03,PHASE_cinc2013,,,,,92.9687,100.0,96.3563,119.0,0.0,9.0,6.3723,119.0,128.0
20260705_065751,a04,PHASE_cinc2013,,,,,95.3488,100.0,97.619,123.0,0.0,6.0,5.0802,123.0,129.0
20260705_065751,a05,PHASE_cinc2013,,,,,95.3488,100.0,97.619,123.0,0.0,6.0,5.162,123.0,129.0
20260705_065751,a06,PHASE_cinc2013,,,,,62.5,69.9301,66.0066,100.0,43.0,60.0,21.91,143.0,160.0
20260705_065751,a07,PHASE_cinc2013,,,,,40.0,46.0177,42.7984,52.0,61.0,78.0,29.8907,113.0,130.0
20260705_065751,a08,PHASE_cinc2013,,,,,98.4375,98.4375,98.4375,126.0,2.0,2.0,3.1093,128.0,128.0
20260705_065751,a09,PHASE_cinc2013,,,,,29.2308,33.3333,31.1475,38.0,76.0,92.0,31.3901,114.0,130.0
20260705_065751,a10,PHASE_cinc2013,,,,,71.4286,80.6452,75.7576,125.0,30.0,50.0,22.2585,155.0,175.0
20260705_065751,a11,PHASE_cinc2013,,,,,24.2857,34.0,28.3333,34.0,66.0,106.0,39.8672,100.0,140.0
20260705_065751,a12,PHASE_cinc2013,,,,,95.6522,99.2481,97.417,132.0,1.0,6.0,4.1496,133.0,138.0
20260705_065751,a13,PHASE_cinc2013,,,,,92.8571,97.5,95.122,117.0,3.0,9.0,5.4134,120.0,126.0
20260705_065751,a14,PHASE_cinc2013,,,,,90.2439,96.5217,93.2773,111.0,4.0,12.0,8.7678,115.0,123.0
20260705_065751,a15,PHASE_cinc2013,,,,,98.5075,100.0,99.2481,132.0,0.0,2.0,2.222,132.0,134.0
20260705_065751,a16,PHASE_cinc2013,,,,,16.9231,19.1304,17.9592,22.0,93.0,108.0,31.6136,115.0,130.0
20260705_065751,a17,PHASE_cinc2013,,,,,99.2424,99.2424,99.2424,131.0,1.0,1.0,1.454,132.0,132.0
20260705_065751,a18,PHASE_cinc2013,,,,,15.3333,20.7207,17.6245,23.0,88.0,127.0,39.6802,111.0,150.0
20260705_065751,a19,PHASE_cinc2013,,,,,94.4882,100.0,97.166,120.0,0.0,7.0,5.7479,120.0,127.0
20260705_065751,a20,PHASE_cinc2013,,,,,90.8397,96.748,93.7008,119.0,4.0,12.0,7.9603,123.0,131.0
20260705_065751,a21,PHASE_cinc2013,,,,,77.2414,79.4326,78.3217,112.0,29.0,33.0,13.1766,141.0,145.0
20260705_065751,a22,PHASE_cinc2013,,,,,100.0,100.0,100.0,126.0,0.0,0.0,0.9635,126.0,126.0
20260705_065751,a23,PHASE_cinc2013,,,,,96.0317,99.1803,97.5806,121.0,1.0,5.0,3.8608,122.0,126.0
20260705_065751,a24,PHASE_cinc2013,,,,,98.374,100.0,99.1803,121.0,0.0,2.0,2.6372,121.0,123.0
20260705_065751,a25,PHASE_cinc2013,,,,,92.0,99.1379,95.4357,115.0,1.0,10.0,6.7331,116.0,125.0
20260705_065751,a26,PHASE_cinc2013,,,,,79.7101,79.7101,79.7101,110.0,28.0,28.0,11.4933,138.0,138.0
20260705_065751,a27,PHASE_cinc2013,,,,,79.2593,81.0606,80.1498,107.0,25.0,28.0,12.0381,132.0,135.0
20260705_065751,a28,PHASE_cinc2013,,,,,88.6228,99.3289,93.6709,148.0,1.0,19.0,14.4588,149.0,167.0
20260705_065751,a29,PHASE_cinc2013,,,,,72.4409,71.3178,71.875,92.0,37.0,35.0,16.8156,129.0,127.0
20260705_065751,a30,PHASE_cinc2013,,,,,75.7143,80.916,78.2288,106.0,25.0,34.0,17.6023,131.0,140.0
20260705_065751,a31,PHASE_cinc2013,,,,,91.2409,96.1538,93.633,125.0,5.0,12.0,9.0729,130.0,137.0
20260705_065751,a32,PHASE_cinc2013,,,,,100.0,100.0,100.0,152.0,0.0,0.0,4.224,152.0,152.0
20260705_065751,a33,PHASE_cinc2013,,,,,93.5714,90.9722,92.2535,131.0,13.0,9.0,6.6336,144.0,140.0
20260705_065751,a34,PHASE_cinc2013,,,,,76.3359,75.7576,76.0456,100.0,32.0,31.0,16.0529,132.0,131.0
20260705_065751,a35,PHASE_cinc2013,,,,,89.5706,98.6486,93.8907,146.0,2.0,17.0,14.8692,148.0,163.0
20260705_065751,a36,PHASE_cinc2013,,,,,88.0952,100.0,93.6709,148.0,0.0,20.0,16.1116,148.0,168.0
20260705_065751,a37,PHASE_cinc2013,,,,,59.1549,75.0,66.1417,84.0,28.0,58.0,28.6508,112.0,142.0
20260705_065751,a38,PHASE_cinc2013,,,,,74.5223,79.0541,76.7213,117.0,31.0,40.0,22.5398,148.0,157.0
20260705_065751,a39,PHASE_cinc2013,,,,,55.5556,65.7895,60.241,75.0,39.0,60.0,27.0344,114.0,135.0
20260705_065751,a40,PHASE_cinc2013,,,,,91.2162,95.7447,93.4256,135.0,6.0,13.0,8.6823,141.0,148.0
20260705_065751,a41,PHASE_cinc2013,,,,,98.5294,99.2593,98.893,134.0,1.0,2.0,2.2651,135.0,136.0
20260705_065751,a42,PHASE_cinc2013,,,,,94.0397,99.3007,96.5986,142.0,1.0,9.0,8.3086,143.0,151.0
20260705_065751,a43,PHASE_cinc2013,,,,,100.0,100.0,100.0,158.0,0.0,0.0,3.8939,158.0,158.0
20260705_065751,a44,PHASE_cinc2013,,,,,92.0245,100.0,95.8466,150.0,0.0,13.0,10.4383,150.0,163.0
20260705_065751,a45,PHASE_cinc2013,,,,,92.8571,91.5493,92.1986,130.0,12.0,10.0,9.2348,142.0,140.0
20260705_065751,a46,PHASE_cinc2013,,,,,90.8397,90.1515,90.4943,119.0,13.0,12.0,7.7516,132.0,131.0
20260705_065751,a47,PHASE_cinc2013,,,,,94.4444,95.7746,95.1049,136.0,6.0,8.0,8.5612,142.0,144.0
20260705_065751,a48,PHASE_cinc2013,,,,,94.7368,91.9708,93.3333,126.0,11.0,7.0,3.4703,137.0,133.0
