timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference
20260705_065751,a49,PHASE_cinc2013,,,,,92.5676,93.8356,93.1973,137.0,9.0,11.0,3.6738,146.0,148.0
20260705_065751,a50,PHASE_cinc2013,,,,,97.8873,98.5816,98.2332,139.0,2.0,3.0,3.7773,141.0,142.0
20260705_065751,a51,PHASE_cinc2013,,,,,62.0438,64.8855,63.4328,85.0,46.0,52.0,17.3231,131.0,137.0
20260705_065751,a52,PHASE_cinc2013,,,,,71.7557,68.6131,70.1493,94.0,43.0,37.0,23.6299,137.0,131.0
20260705_065751,a53,PHASE_cinc2013,,,,,91.5033,97.9021,94.5946,140.0,3.0,13.0,10.1668,143.0,153.0
20260705_065751,a54,PHASE_cinc2013,,,,,18.9189,5.1471,8.0925,7.0,129.0,30.0,37.5925,136.0,37.0
20260705_065751,a55,PHASE_cinc2013,,,,,96.5035,96.5035,96.5035,138.0,5.0,5.0,7.4688,143.0,143.0
20260705_065751,a56,PHASE_cinc2013,,,,,20.3008,19.0141,19.6364,27.0,115.0,106.0,26.6236,142.0,133.0
20260705_065751,a57,PHASE_cinc2013,,,,,100.0,100.0,100.0,148.0,0.0,0.0,2.825,148.0,148.0
20260705_065751,a58,PHASE_cinc2013,,,,,91.2409,96.8992,93.985,125.0,4.0,12.0,7.5067,129.0,137.0
20260705_065751,a59,PHASE_cinc2013,,,,,100.0,100.0,100.0,153.0,0.0,0.0,4.0569,153.0,153.0
20260705_065751,a60,PHASE_cinc2013,,,,,55.4054,57.7465,56.5517,82.0,60.0,66.0,22.0571,142.0,148.0
20260705_065751,a61,PHASE_cinc2013,,,,,90.7143,96.9466,93.7269,127.0,4.0,13.0,10.729,131.0,140.0
20260705_065751,a62,PHASE_cinc2013,,,,,46.5278,51.145,48.7273,67.0,64.0,77.0,25.4182,131.0,144.0
20260705_065751,a63,PHASE_cinc2013,,,,,87.6812,93.7984,90.6367,121.0,8.0,17.0,9.2194,129.0,138.0
20260705_065751,a64,PHASE_cinc2013,,,,,96.3235,96.3235,96.3235,131.0,5.0,5.0,3.6854,136.0,136.0
20260705_065751,a65,PHASE_cinc2013,,,,,89.5833,96.9925,93.1408,129.0,4.0,15.0,11.2685,133.0,144.0
20260705_065751,a66,PHASE_cinc2013,,,,,93.0769,96.8,94.902,121.0,4.0,9.0,6.2425,125.0,130.0
20260705_065751,a67,PHASE_cinc2013,,,,,89.6104,100.0,94.5205,138.0,0.0,16.0,12.7696,138.0,154.0
20260705_065751,a68,PHASE_cinc2013,,,,,100.0,99.2857,99.6416,139.0,1.0,0.0,4.5729,140.0,139.0
20260705_065751,a69,PHASE_cinc2013,,,,,89.2617,100.0,94.3262,133.0,0.0,16.0,11.5254,133.0,149.0
20260705_065751,a70,PHASE_cinc2013,,,,,92.1986,98.4848,95.2381,130.0,2.0,11.0,8.0732,132.0,141.0
20260705_065751,a71,PHASE_cinc2013,,,,,28.1046,31.6176,29.7578,43.0,93.0,110.0,38.1741,136.0,153.0
20260705_065751,a72,PHASE_cinc2013,,,,,91.018,100.0,95.2978,152.0,0.0,15.0,11.2018,152.0,167.0
20260705_065751,a73,PHASE_cinc2013,,,,,25.8993,25.8993,25.8993,36.0,103.0,103.0,22.1772,139.0,139.0
20260705_065751,a74,PHASE_cinc2013,,,,,72.8571,75.5556,74.1818,102.0,33.0,38.0,16.3468,135.0,140.0
20260705_065751,a75,PHASE_cinc2013,,,,,96.2687,95.5556,95.9108,129.0,6.0,5.0,4.3332,135.0,134.0
